,806605AH4 Corp,532457BA5 Corp,665772CC1 Corp,557497AR5 Corp,693304AJ6 Corp,69351UAK9 Corp,12189TAZ7 Corp,65334HAG7 Corp,046353AD0 Corp
Company,Merck & Co Inc,Eli Lilly & Co,Northern States Power Co/MN,Madison Gas and Electric Co,PECO Energy Co,PPL Electric Utilities Corp,Burlington Northern Santa Fe LLC,CNOOC Petroleum North America ULC,AstraZeneca PLC
Ticker,MRK,LLY,XEL,MGEE,EXC,PPL,BNSF,CNOOC,AZN
Rating,A+,A+,A+,A+,A+,A+,A+,A+,A+
Issue Date,2007-09-17 00:00:00,2007-03-14 00:00:00,2007-06-26 00:00:00,2007-09-19 00:00:00,2007-03-19 00:00:00,2007-08-13 00:00:00,2007-04-13 00:00:00,2007-05-04 00:00:00,2007-09-12 00:00:00
Maturity Date,2037-09-15 00:00:00,2037-03-15 00:00:00,2037-07-01 00:00:00,2037-09-15 00:00:00,2037-03-15 00:00:00,2037-08-15 00:00:00,2037-05-01 00:00:00,2037-05-15 00:00:00,2037-09-15 00:00:00
2023-02-14 00:00:00,72.921,108.368,72.921,72.921,102.976,103.588,112.651,109.177,72.921
2023-02-15 00:00:00,72.595,107.497,72.595,72.595,102.99,103.145,111.263,108.507,72.595
2023-02-16 00:00:00,72.075,106.711,72.075,72.075,102.066,102.228,110.194,107.883,72.075
2023-02-17 00:00:00,71.825,107.076,71.825,71.825,102.582,102.371,110.701,108.331,71.825
2023-02-21 00:00:00,70.733,105.72,70.733,70.733,100.836,101.373,109.162,106.992,70.733
2023-02-22 00:00:00,69.155,106.092,69.155,69.155,101.047,101.734,109.673,107.367,69.155
2023-02-23 00:00:00,68.882,106.209,68.882,68.882,101.442,102.154,110.09,107.732,68.882
2023-02-24 00:00:00,68.948,105.489,68.948,68.948,100.787,101.343,109.056,107.018,68.948
2023-02-27 00:00:00,69.023,105.987,69.023,69.023,101.244,101.265,109.799,107.397,69.023
2023-02-28 00:00:00,68.79,105.801,68.79,68.79,100.828,102.525,109.62,107.291,68.79
2023-03-01 00:00:00,69.868,105.256,69.868,69.868,100.265,101.714,109.047,106.86,69.868
2023-03-02 00:00:00,70.364,104.704,70.364,70.364,99.879,101.208,108.669,106.082,70.364
2023-03-03 00:00:00,70.887,105.975,70.887,70.887,101.285,102.605,110.107,107.102,70.887
2023-03-06 00:00:00,71.7,106.007,71.7,71.7,100.882,102.251,109.804,107.097,71.7
2023-03-07 00:00:00,71.038,106.201,71.038,71.038,100.471,102.213,109.644,107.123,71.038
2023-03-08 00:00:00,71.33,105.45,71.33,71.33,100.225,101.971,109.33,106.995,71.33
2023-03-09 00:00:00,70.988,105.837,70.988,70.988,100.459,102.804,109.53,107.738,70.988
2023-03-10 00:00:00,70.104,107.597,70.104,70.104,102.616,104.619,111.278,109.66,70.104
2023-03-13 00:00:00,69.162,107.615,69.162,69.162,102.542,104.603,111.475,110.711,69.162
2023-03-14 00:00:00,68.681,106.751,68.681,68.681,102.557,103.88,109.937,109.692,68.681
2023-03-15 00:00:00,68.089,110.032,68.089,68.089,103.748,104.722,112.059,112.188,68.089
2023-03-16 00:00:00,67.858,109.43,67.858,67.858,103.111,104.22,113.028,110.892,67.858
2023-03-17 00:00:00,67.17,110.642,67.17,67.17,104.698,105.162,112.715,112.207,67.17
2023-03-20 00:00:00,66.302,109.933,66.302,66.302,104.37,104.724,112.24,111.657,66.302
2023-03-21 00:00:00,67.314,109.626,67.314,67.314,103.995,104.427,111.929,110.497,67.314
2023-03-22 00:00:00,67.362,111.421,67.362,67.362,104.828,105.859,113.471,111.511,67.362
2023-03-23 00:00:00,66.715,111.622,66.715,66.715,105.405,105.948,113.54,111.86,66.715
2023-03-24 00:00:00,66.059,111.6,66.059,66.059,105.465,108.121,114.189,112.442,66.059
2023-03-27 00:00:00,66.424,110.196,66.424,66.424,105.021,106.798,112.757,111.21,66.424
2023-03-28 00:00:00,66.904,110.741,66.904,66.904,105.182,107.076,111.957,110.932,66.904
2023-03-29 00:00:00,67.66,110.831,67.66,67.66,105.156,107.074,112.057,110.142,67.66
2023-03-30 00:00:00,68.694,109.781,68.694,68.694,105.512,107.538,112.398,110.424,68.694
2023-03-31 00:00:00,69.36,110.905,69.36,69.36,106.088,108.367,113.664,111.83,69.36
2023-04-03 00:00:00,69.452,112.669,69.452,69.452,106.863,108.824,114.328,111.38,69.452
2023-04-04 00:00:00,70.328,111.636,70.328,70.328,107.482,109.549,114.687,112.633,70.328
2023-04-05 00:00:00,70.674,112.238,70.674,70.674,107.954,110.201,115,112.909,70.674
2023-04-06 00:00:00,70.576,113.584,70.576,70.576,107.892,110.101,114.84,113.222,70.576
2023-04-07 00:00:00,69.953,112.502,69.953,69.953,106.781,109.281,113.973,112.178,69.953
2023-04-10 00:00:00,70.056,112.573,70.056,70.056,106.608,109.073,113.915,112.131,70.056
2023-04-11 00:00:00,70.49,111.732,70.49,70.49,106.627,109.086,113.969,112.128,70.49
2023-04-12 00:00:00,70.232,111.707,70.232,70.232,107.156,109.213,114.403,112.86,70.232
2023-04-13 00:00:00,70.729,110.923,70.729,70.729,106.745,108.958,113.701,111.417,70.729
2023-04-14 00:00:00,70.996,110.768,70.996,70.996,106.013,108.377,113.487,110.816,70.996
2023-04-17 00:00:00,71.258,109.812,71.258,71.258,105.374,107.686,112.704,109.916,71.258
2023-04-18 00:00:00,71.323,110.033,71.323,71.323,105.522,108.049,113.005,110.089,71.323
2023-04-19 00:00:00,70.891,109.958,70.891,70.891,105.128,107.708,113.698,110.013,70.891
2023-04-20 00:00:00,70.714,110.121,70.714,70.714,105.593,108.08,114.062,110.583,70.714
2023-04-21 00:00:00,70.062,109.812,70.062,70.062,105.618,107.734,113.618,110.284,70.062
2023-04-24 00:00:00,69.831,110.632,69.831,69.831,106.079,108.537,114.453,111.416,69.831
2023-04-25 00:00:00,69.1,111.304,69.1,69.1,107.182,109.739,114.408,112.32,69.1
2023-04-26 00:00:00,68.759,110.774,68.759,68.759,106.736,109.729,113.473,111.85,68.759
2023-04-27 00:00:00,67.981,110.165,67.981,67.981,106.047,108.987,112.651,110.72,67.981
2023-04-28 00:00:00,68.056,111.216,68.056,68.056,106.741,109.722,113.556,111.786,68.056
2023-05-01 00:00:00,68.244,110.054,68.244,68.244,105.221,107.939,112.252,110.032,68.244
2023-05-02 00:00:00,68.836,111.596,68.836,68.836,106.813,109.058,113.561,111.526,68.836
2023-05-03 00:00:00,67.744,112.328,67.744,67.744,107.039,109.667,114.049,112.724,67.744
2023-05-04 00:00:00,68.105,111.784,68.105,68.105,106.919,109.079,113.58,112.346,68.105
2023-05-05 00:00:00,68.742,111.331,68.742,68.742,106.443,108.68,113.137,112.361,68.742
2023-05-08 00:00:00,68.982,110.206,68.982,68.982,105.534,107.564,112.415,111.041,68.982
2023-05-09 00:00:00,68.191,110.251,68.191,68.191,105.493,107.716,112.345,111.519,68.191
2023-05-10 00:00:00,68.399,111.016,68.399,68.399,106.267,108.495,113.146,113.081,68.399
2023-05-11 00:00:00,68.653,111.79,68.653,68.653,106.716,109.017,113.788,113.039,68.653
2023-05-12 00:00:00,67.845,111.287,67.845,67.845,106.081,108.347,112.802,112.342,67.845
2023-05-15 00:00:00,68.012,110.913,68.012,68.012,105.651,107.946,112.436,112.275,68.012
2023-05-16 00:00:00,68.043,110.291,68.043,68.043,105.067,107.554,112.08,111.876,68.043
2023-05-17 00:00:00,67.258,109.878,67.258,67.258,104.437,107.165,112.073,111.75,67.258
2023-05-18 00:00:00,67.064,109.039,67.064,67.064,103.745,106.756,111.177,110.908,67.064
2023-05-19 00:00:00,66.783,108.618,66.783,66.783,101.926,106.45,110.895,110.516,66.783
