,670346AH8 Corp,94973VAN7 Corp,15189WAD2 Corp,02364WAP0 Corp,759509AB8 Corp,761713AT3 Corp,13645RAF1 Corp,98417EAC4 Corp,58013MEC4 Corp,744533BJ8 Corp,976826BE6 Corp,15361GAQ8 Corp,476556CX1 Corp,548661CP0 Corp,867229AE6 Corp,88579EAC9 Corp,75913MAA7 Corp,126408GK3 Corp,74834LAN0 Corp,92343VAF1 Corp,037735CK1 Corp,38141GFD1 Corp
Company,Nucor Corp,Elevance Health Inc,CenterPoint Energy Resources Corp,America Movil SAB de CV,Reliance Inc,Reynolds American Inc,Canadian Pacific Railway Co,Glencore Finance Canada Ltd,McDonald's Corp,Public Service Co of Oklahoma,Wisconsin Power and Light Co,Central Hudson Gas & Electric Corp,Jersey Central Power & Light Co,Lowe's Cos Inc,Suncor Energy Inc,3M Co,Regions Bank/Birmingham AL,CSX Corp,Quest Diagnostics Inc,Verizon Communications Inc,Appalachian Power Co,Goldman Sachs Group Inc/The
Ticker,NUE,ELV,CNP,AMXLMM,RS,BATSLN,CP,GLENLN,MCD,AEP,LNT,FTSCN,FE,LOW,SUCN,MMM,RF,CSX,DGX,VZ,AEP,GS
Rating,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
Issue Date,2007-12-03 00:00:00,2007-06-08 00:00:00,2007-10-23 00:00:00,2007-10-30 00:00:00,2007-03-30 00:00:00,2007-06-21 00:00:00,2007-05-08 00:00:00,2007-11-20 00:00:00,2007-10-18 00:00:00,2007-11-14 00:00:00,2007-08-15 00:00:00,2007-03-23 00:00:00,2007-12-13 00:00:00,2007-09-11 00:00:00,2007-06-28 00:00:00,2007-03-29 00:00:00,2007-06-26 00:00:00,2007-04-25 00:00:00,2007-06-22 00:00:00,2007-04-03 00:00:00,2007-08-17 00:00:00,2007-10-03 00:00:00
Maturity Date,2037-12-01 00:00:00,2037-06-15 00:00:00,2037-11-01 00:00:00,2037-11-15 00:00:00,2036-11-15 00:00:00,2037-06-15 00:00:00,2037-05-15 00:00:00,2037-11-15 00:00:00,2037-10-15 00:00:00,2037-11-15 00:00:00,2037-08-15 00:00:00,2037-03-23 00:00:00,2037-06-01 00:00:00,2037-09-15 00:00:00,2038-06-15 00:00:00,2037-03-15 00:00:00,2037-06-26 00:00:00,2037-05-01 00:00:00,2037-07-01 00:00:00,2037-04-01 00:00:00,2037-08-15 00:00:00,2037-10-01 00:00:00
2016-02-26 00:00:00,43.8,43.8,43.8,110.079,43.8,43.8,115.743,79.099,119.637,128.451,136.425,43.8,43.8,132.792,90.874,43.8,43.8,43.8,43.8,113.344,43.8,114.107
2016-02-29 00:00:00,46.045,46.045,46.045,110.439,46.045,46.045,115.971,81.415,121.122,128.7,136.154,46.045,46.045,132.834,91.838,46.045,46.045,46.045,46.045,113.773,46.045,114.87
2016-03-01 00:00:00,47.154,47.154,47.154,109.982,47.154,47.154,114.903,82.378,119.851,127.515,134.863,47.154,47.154,132.325,91.439,47.154,47.154,47.154,47.154,113.519,47.154,113.759
2016-03-02 00:00:00,49.486,49.486,49.486,110.745,49.486,49.486,114.778,86.418,120.195,127.304,134.712,49.486,49.486,132.714,92.782,49.486,49.486,49.486,49.486,113.902,49.486,114.058
2016-03-03 00:00:00,50.964,50.964,50.964,111.463,50.964,50.964,114.897,86.161,120.833,127.448,134.86,50.964,50.964,133.563,92.774,50.964,50.964,50.964,50.964,114.467,50.964,114.638
2016-03-04 00:00:00,54.215,54.215,54.215,111.59,54.215,54.215,114.267,85.739,120.512,126.733,134.089,54.215,54.215,132.812,93.414,54.215,54.215,54.215,54.215,114.347,54.215,115.035
2016-03-07 00:00:00,57.113,57.113,57.113,111.605,57.113,57.113,113.972,85.448,120.614,126.321,133.731,57.113,57.113,132.74,95.25,57.113,57.113,57.113,57.113,115.149,57.113,114.928
2016-03-08 00:00:00,55.593,55.593,55.593,113.217,55.593,55.593,114.935,86.624,121.986,127.39,134.846,55.593,55.593,134.246,98.103,55.593,55.593,55.593,55.593,116.362,55.593,116.005
2016-03-09 00:00:00,54.199,54.199,54.199,112.838,54.199,54.199,114.536,86.844,121.513,126.941,134.358,54.199,54.199,133.748,98.677,54.199,54.199,54.199,54.199,115.958,54.199,116.072
2016-03-10 00:00:00,55.646,55.646,55.646,112.99,55.646,55.646,114.423,86.478,121.451,126.307,133.662,55.646,55.646,133.781,98.479,55.646,55.646,55.646,55.646,116.018,55.646,116.463
2016-03-10 00:00:00,55.646,55.646,55.646,112.99,55.646,55.646,114.423,86.478,121.451,126.307,133.662,55.646,55.646,133.781,98.479,55.646,100.569,55.646,55.646,116.018,55.646,116.463
2016-03-11 00:00:00,55.132,55.132,55.132,112.326,55.132,55.132,113.776,87.079,120.73,122.215,132.941,55.132,55.132,133.564,97.515,55.132,55.132,55.132,55.132,115.749,55.132,116.887
2016-03-14 00:00:00,55.028,55.028,55.028,113.168,55.028,55.028,114.407,87.557,121.579,122.57,133.346,55.028,55.028,134.608,98.201,55.028,55.028,55.028,55.028,116.414,55.028,117.953
2016-03-15 00:00:00,55.069,55.069,55.069,113.04,55.069,55.069,114.183,86.931,121.906,122.338,132.895,55.069,55.069,134.405,102.015,55.069,55.069,55.069,55.069,116.161,55.069,118.454
2016-03-15 00:00:00,55.069,55.069,100.569,113.04,55.069,55.069,114.183,86.931,121.906,122.338,132.895,55.069,55.069,134.405,102.015,55.069,55.069,55.069,55.069,116.161,55.069,118.454
2016-03-16 00:00:00,54.786,54.786,54.786,113.226,54.786,54.786,114.412,86.779,122.46,123.192,133.847,54.786,54.786,135.204,103.373,54.786,54.786,54.786,54.786,116.285,54.786,118.683
2016-03-17 00:00:00,55.41,55.41,55.41,114.578,55.41,55.41,114.657,87.02,123.564,123.448,134.144,55.41,55.41,135.493,105.763,55.41,55.41,55.41,55.41,116.815,55.41,118.729
2016-03-18 00:00:00,56.314,56.314,56.314,114.974,56.314,56.314,114.99,87.26,123.909,123.778,134.512,56.314,56.314,135.87,106.649,56.314,56.314,56.314,56.314,117.279,56.314,119.029
2016-03-21 00:00:00,55.764,55.764,55.764,114.58,55.764,55.764,114.477,86.899,123.119,123.007,133.636,55.764,55.764,135.714,107.369,55.764,55.764,55.764,55.764,116.846,55.764,118.17
2016-03-22 00:00:00,54.159,54.159,54.159,113.879,54.159,54.159,114.207,86.627,123.958,122.712,133.29,54.159,54.159,135.678,108.337,54.159,54.159,54.159,54.159,117.296,54.159,118.287
2016-03-23 00:00:00,51.706,51.706,51.706,114.695,51.706,51.706,115.563,87.117,125.299,123.581,133.542,51.706,51.706,136.15,109.536,51.706,51.706,51.706,51.706,117.77,51.706,118.884
2016-03-24 00:00:00,51.766,51.766,51.766,114.635,51.766,51.766,115.177,86.826,124.843,123.372,133.086,51.766,51.766,135.84,109.165,51.766,51.766,51.766,51.766,117.807,51.766,118.454
2016-03-28 00:00:00,51.161,51.161,51.161,114.64,51.161,51.161,115.165,86.669,124.956,123.359,133.104,51.161,51.161,135.827,108.492,51.161,51.161,51.161,51.161,117.553,51.161,118.339
2016-03-29 00:00:00,50.863,50.863,50.863,116.938,50.863,50.863,115.932,86.833,125.691,124.516,134.386,50.863,50.863,137.901,108.56,50.863,50.863,50.863,50.863,118.653,50.863,119.529
2016-03-30 00:00:00,51.036,51.036,51.036,116.441,51.036,51.036,115.624,85.798,125.131,124.358,134.41,51.036,51.036,136.636,108.044,51.036,51.036,51.036,51.036,118.097,51.036,119.189
2016-03-31 00:00:00,50.092,50.092,50.092,116.92,50.092,50.092,116.106,86.031,125.674,124.86,135.317,50.092,50.092,137.221,109.134,50.092,50.092,50.092,50.092,118.628,50.092,119.811
2016-04-01 00:00:00,49.21,49.21,49.21,116.939,49.21,49.21,116.031,85.988,125.876,124.784,136.093,49.21,49.21,137.305,109.04,49.21,49.21,49.21,49.21,119.066,49.21,119.456
2016-04-04 00:00:00,48.962,48.962,48.962,117.186,48.962,48.962,116.252,85.305,125.274,125.017,135.235,48.962,48.962,137.021,110.078,48.962,48.962,48.962,48.962,119.576,48.962,119.638
2016-04-05 00:00:00,46.983,46.983,46.983,117.766,46.983,46.983,116.825,85.056,125.697,125.667,136.646,46.983,46.983,137.446,110.405,46.983,46.983,46.983,46.983,121.172,46.983,119.578
2016-04-06 00:00:00,48.209,48.209,48.209,116.322,48.209,48.209,116.261,85.061,125.311,125.059,135.794,48.209,48.209,136.764,109.707,48.209,48.209,48.209,48.209,120.761,48.209,119.001
2016-04-07 00:00:00,47.387,47.387,47.387,117.036,47.387,47.387,117.354,86.253,126.463,126.265,137.415,47.387,47.387,138.092,110.591,47.387,47.387,47.387,47.387,120.694,47.387,119.45
2016-04-08 00:00:00,48.696,48.696,48.696,116.615,48.696,48.696,116.573,86.058,125.561,125.544,136.897,48.696,48.696,137.66,110.233,48.696,48.696,48.696,48.696,120.411,48.696,118.804
2016-04-11 00:00:00,50.086,50.086,50.086,116.766,50.086,50.086,117.494,86.455,125.864,125.363,136.647,50.086,50.086,137.926,110.107,50.086,50.086,50.086,50.086,119.74,50.086,119.001
2016-04-12 00:00:00,53.173,53.173,53.173,116.373,53.173,53.173,117.417,87.079,125.346,124.946,136.176,53.173,53.173,137.703,109.839,53.173,53.173,53.173,53.173,118.945,53.173,118.474
2016-04-13 00:00:00,54.431,54.431,54.431,116.808,54.431,54.431,118.039,88.552,126.032,125.211,135.598,54.431,54.431,138.021,111.825,54.431,54.431,54.431,54.431,119.928,54.431,119.108
2016-04-14 00:00:00,55.213,55.213,55.213,116.859,55.213,55.213,117.805,88.826,126.24,124.964,135.31,55.213,55.213,137.734,113.969,55.213,55.213,55.213,55.213,120.025,55.213,119.195
2016-04-15 00:00:00,58.23,58.23,58.23,117.77,58.23,58.23,118.935,89.2,126.846,125.588,136.011,58.23,58.23,138.492,114.035,58.23,58.23,58.23,58.23,120.835,58.23,120.14
2016-04-18 00:00:00,57.626,57.626,57.626,117.465,57.626,57.626,118.625,89.714,126.515,125.267,135.56,57.626,57.626,138.03,114.589,57.626,57.626,57.626,57.626,120.28,57.626,119.926
2016-04-19 00:00:00,61.294,61.294,61.294,117.578,61.294,61.294,119.103,90.549,126.856,124.916,135.155,61.294,61.294,138.189,114.965,61.294,61.294,61.294,61.294,120.409,61.294,120.493
2016-04-20 00:00:00,63.238,63.238,63.238,117.117,63.238,63.238,118.259,91.288,126.098,123.944,134.058,63.238,63.238,137.373,114.297,63.238,63.238,63.238,63.238,119.841,63.238,121.08
2016-04-21 00:00:00,61.481,61.481,61.481,116.973,61.481,61.481,118.204,93.367,126.592,123.599,133.792,61.481,61.481,137.256,114.427,61.481,61.481,61.481,61.481,119.307,61.481,121.052
2016-04-22 00:00:00,61.285,61.285,61.285,116.751,61.285,61.285,118.402,92.614,128.674,123.341,133.434,61.285,61.285,137.249,114.435,61.285,61.285,61.285,61.285,119.139,61.285,120.669
2016-04-25 00:00:00,61.096,61.096,61.096,116.507,61.096,61.096,118.318,92.188,128.412,122.918,132.949,61.096,61.096,136.305,114.483,61.096,61.096,61.096,61.096,118.729,61.096,120.228
2016-04-26 00:00:00,60.609,60.609,60.609,116.32,60.609,60.609,118.131,92.062,128.501,122.719,132.728,60.609,60.609,136.276,115.855,60.609,60.609,60.609,60.609,118.895,60.609,120.054
2016-04-27 00:00:00,62.16,62.16,62.16,117.614,62.16,62.16,118.981,92.517,129.313,123.562,133.675,62.16,62.16,137.24,116.64,62.16,62.16,62.16,62.16,119.699,62.16,120.928
2016-04-28 00:00:00,61.64,61.64,61.64,118.245,61.64,61.64,119.811,92.607,129.749,123.868,134.03,61.64,61.64,137.486,116.992,61.64,61.64,61.64,61.64,120.128,61.64,121.171
2016-04-29 00:00:00,60.492,60.492,60.492,118.134,60.492,60.492,119.736,92.569,129.123,123.804,133.947,60.492,60.492,137.406,117.754,60.492,60.492,60.492,60.492,120.059,60.492,121.481
2016-05-02 00:00:00,61.017,61.017,61.017,117.596,61.017,61.017,119.059,92.282,128.893,124.754,132.652,61.017,61.017,137.308,117.076,61.017,61.017,61.017,61.017,119.139,61.017,120.804
2016-05-03 00:00:00,58.488,58.488,58.488,117.928,58.488,58.488,120.168,92.552,129.443,125.891,133.906,58.488,58.488,138.222,117.727,58.488,58.488,58.488,58.488,119.732,58.488,121.385
2016-07-12 00:00:00,63.823,63.823,63.823,123.219,63.823,63.823,127.633,97.34,136.173,130.803,143.225,63.823,63.823,143.356,131.337,63.823,63.823,63.823,63.823,129.416,63.823,127.372
2016-07-13 00:00:00,62.775,62.775,62.775,124.977,62.775,62.775,128.8,98.506,136.64,131.983,144.961,62.775,62.775,144.797,132.15,62.775,62.775,62.775,62.775,129.981,62.775,128.3
2016-07-14 00:00:00,63.561,63.561,63.561,123.954,63.561,63.561,127.717,98.545,135.496,130.939,143.632,63.561,63.561,143.617,130.969,63.561,63.561,63.561,63.561,128.88,63.561,127.163
2016-07-15 00:00:00,63.495,63.495,63.495,123.774,63.495,63.495,127.466,98.723,135.524,130.683,143.46,63.495,63.495,143.327,130.634,63.495,63.495,63.495,63.495,128.319,63.495,126.874
2016-07-18 00:00:00,63.125,63.125,63.125,123.445,63.125,63.125,127.052,98.454,134.678,130.269,142.834,63.125,63.125,144.836,130.646,63.125,63.125,63.125,63.125,127.659,63.125,126.052
2016-07-19 00:00:00,63.451,63.451,63.451,124.197,63.451,63.451,127.22,99.074,134.977,130.496,143.032,63.451,63.451,145.087,131.034,63.451,63.451,63.451,63.451,127.893,63.451,126.089
2016-07-20 00:00:00,63.483,63.483,63.483,123.618,63.483,63.483,126.601,99.451,134.468,129.902,142.386,63.483,63.483,144.854,130.929,63.483,63.483,63.483,63.483,127.305,63.483,126.428
2016-07-21 00:00:00,64.51,64.51,64.51,124.292,64.51,64.51,126.403,99.495,134.778,129.707,141.775,64.51,64.51,144.627,130.732,64.51,64.51,64.51,64.51,127.515,64.51,126.694
2016-07-22 00:00:00,63.735,63.735,63.735,124.856,63.735,63.735,126.451,99.295,135.286,129.751,141.708,63.735,63.735,144.682,130.67,63.735,63.735,63.735,63.735,127.539,63.735,127.104
2016-07-25 00:00:00,62.411,62.411,62.411,125.122,62.411,62.411,126.324,99.268,134.797,129.903,141.688,62.411,62.411,144.534,130.08,62.411,62.411,62.411,62.411,127.074,62.411,127.289
2016-07-26 00:00:00,61.375,61.375,61.375,125.224,61.375,61.375,127.062,99.519,134.941,130.189,141.854,61.375,61.375,144.496,130.145,61.375,61.375,61.375,61.375,126.495,61.375,127.324
2016-07-27 00:00:00,60.545,60.545,60.545,126.09,60.545,60.545,128.092,102.435,136.128,131.211,142.836,60.545,60.545,145.666,130.641,60.545,60.545,60.545,60.545,127.8,60.545,128.331
2016-07-28 00:00:00,59.852,59.852,59.852,126.049,59.852,59.852,128.047,101.151,135.944,131.172,142.704,59.852,59.852,145.513,130.437,59.852,59.852,59.852,59.852,127.758,59.852,128.145
2016-07-29 00:00:00,59.367,59.367,59.367,126.454,59.367,59.367,128.936,101.718,136.708,132.344,143.68,59.367,59.367,146.527,130.517,59.367,59.367,59.367,59.367,128.234,59.367,128.653
2016-08-01 00:00:00,58.611,58.611,58.611,125.174,58.611,58.611,127.622,101.463,134.993,131.032,142.19,58.611,58.611,145.023,129.067,58.611,58.611,58.611,58.611,127.051,58.611,127.415
2016-08-02 00:00:00,57.551,57.551,57.551,125.156,57.551,57.551,127.259,101.62,134.034,130.67,141.778,57.551,57.551,144.607,127.171,57.551,57.551,57.551,57.551,127.426,57.551,125.481
2016-08-03 00:00:00,59.233,59.233,59.233,124.84,59.233,59.233,127.439,101.96,134.113,130.848,141.93,59.233,59.233,144.809,127.839,59.233,59.233,59.233,59.233,127.628,59.233,125.418
2016-08-04 00:00:00,60.914,60.914,60.914,125.215,60.914,60.914,128.082,102.376,134.774,131.491,142.657,60.914,60.914,145.522,128.634,60.914,60.914,60.914,60.914,128.029,60.914,126.134
2016-08-05 00:00:00,61.133,61.133,61.133,124.232,61.133,61.133,126.962,100.804,132.691,130.364,141.377,61.133,61.133,144.249,127.566,61.133,61.133,61.133,61.133,127.385,61.133,125.481
2016-08-08 00:00:00,61.388,61.388,61.388,124.008,61.388,61.388,126.915,100.762,132.644,130.313,141.315,61.388,61.388,144.193,129.222,61.388,61.388,61.388,61.388,127.615,61.388,125.619
2016-08-09 00:00:00,61.894,61.894,61.894,124.666,61.894,61.894,127.751,100.783,133.646,131.148,142.261,61.894,61.894,145.151,130.064,61.894,61.894,61.894,61.894,127.608,61.894,126.481
2016-08-10 00:00:00,61.658,61.658,61.658,125.007,61.658,61.658,128.652,101.207,134.24,131.715,142.897,61.658,61.658,145.776,130.536,61.658,61.658,61.658,61.658,129.126,61.658,127.398
2016-10-28 00:00:00,67.73,67.73,67.73,118.135,67.73,67.73,124.24,108.964,128.057,129.716,137.043,67.73,67.73,139.03,129.155,67.73,67.73,67.73,67.73,125.158,67.73,125.829
2016-10-31 00:00:00,66.089,66.089,66.089,118.454,66.089,66.089,125.085,109.318,128.666,130.457,137.55,66.089,66.089,139.909,129.203,66.089,66.089,66.089,66.089,125.313,66.089,126.298
2016-11-01 00:00:00,65.08,65.08,65.08,118.166,65.08,65.08,124.977,109.231,128.499,130.332,137.899,65.08,65.08,139.525,129.13,65.08,65.08,65.08,65.08,124.815,65.08,125.857
2016-11-02 00:00:00,63.718,63.718,63.718,118.317,63.718,63.718,125.235,109.446,128.683,130.6,138.19,63.718,63.718,139.528,128.801,63.718,63.718,63.718,63.718,124.796,63.718,125.851
2016-11-03 00:00:00,66.556,66.556,66.556,118.081,66.556,66.556,124.983,109.268,127.962,130.363,137.897,66.556,66.556,139.251,128.387,66.556,66.556,66.556,66.556,124.565,66.556,124.997
2016-11-04 00:00:00,65.048,65.048,65.048,118.665,65.048,65.048,125.621,109.766,128.625,131.025,138.61,65.048,65.048,139.961,128.991,65.048,65.048,65.048,65.048,125.183,65.048,125.55
2016-11-07 00:00:00,65.754,65.754,65.754,118.036,65.754,65.754,124.953,109.236,127.971,130.992,137.767,65.754,65.754,139.671,128.307,65.754,65.754,65.754,65.754,124.531,65.754,125.166
2016-11-08 00:00:00,65.892,65.892,65.892,118.028,65.892,65.892,125.444,108.809,127.477,132.869,137.172,65.892,65.892,139.358,127.816,65.892,65.892,65.892,65.892,124.004,65.892,125.219
2016-11-09 00:00:00,66.319,66.319,66.319,113.486,66.319,66.319,120.47,107.494,125.766,129.52,134.083,66.319,66.319,136.585,125.203,66.319,66.319,66.319,66.319,121.683,66.319,124.101
2016-11-10 00:00:00,65.542,65.542,65.542,110.169,65.542,65.542,119.033,106.738,124.28,128.03,131.775,65.542,65.542,135.224,124.682,65.542,65.542,65.542,65.542,120.059,65.542,122.313
2016-11-14 00:00:00,64.656,64.656,64.656,107.733,64.656,64.656,117.869,105.778,123.749,126.746,130.465,64.656,64.656,133.653,123.13,64.656,64.656,64.656,64.656,118.871,64.656,122.393
2016-11-15 00:00:00,66.116,66.116,66.116,108.965,66.116,66.116,118.525,105.652,124.918,127.798,131.308,66.116,66.116,133.967,123.845,66.116,66.116,66.116,66.116,119.325,66.116,122.759
2016-11-16 00:00:00,65.691,65.691,65.691,109.487,65.691,65.691,120.895,105.795,125.089,128.314,131.772,65.691,65.691,134.49,125.025,65.691,65.691,65.691,65.691,119.531,65.691,123.773
2016-11-17 00:00:00,66.365,66.365,66.365,108.603,66.365,66.365,119.166,106.655,123.308,126.928,129.556,66.365,66.365,132.049,123.181,66.365,66.365,66.365,66.365,117.663,66.365,121.664
2016-11-18 00:00:00,66.609,66.609,66.609,109.267,66.609,66.609,118.896,106.403,122.748,126.653,129.269,66.609,66.609,131.695,122.913,66.609,66.609,66.609,66.609,117.604,66.609,121.591
2016-11-21 00:00:00,67.493,67.493,67.493,109.959,67.493,67.493,119.807,108.015,122.665,127.607,130.266,67.493,67.493,132.309,123.541,67.493,67.493,67.493,67.493,117.957,67.493,122.183
2016-11-22 00:00:00,68.008,68.008,68.008,110.592,68.008,68.008,119.695,107.927,122.551,127.497,130.141,68.008,68.008,131.956,123.346,68.008,68.008,68.008,68.008,118.017,68.008,121.603
2016-11-23 00:00:00,68.188,68.188,68.188,110.342,68.188,68.188,119.388,107.657,122.234,127.166,129.803,68.188,68.188,131.614,122.904,68.188,68.188,68.188,68.188,118.302,68.188,122.113
2016-11-25 00:00:00,68.14,68.14,68.14,110.493,68.14,68.14,119.266,107.586,122.094,127.032,129.67,68.14,68.14,131.462,122.778,68.14,68.14,68.14,68.14,118.166,68.14,122.031
2016-11-28 00:00:00,68.85,68.85,68.85,110.895,68.85,68.85,119.024,107.942,122.545,127.486,130.155,68.85,68.85,132.124,123.252,68.85,68.85,68.85,68.85,118.9,68.85,122.616
2016-11-29 00:00:00,68.361,68.361,68.361,111.216,68.361,68.361,119.322,108.19,123.881,127.803,130.471,68.361,68.361,132.447,123.386,68.361,68.361,68.361,68.361,119.178,68.361,123.174
2016-11-30 00:00:00,71.202,71.202,71.202,110.632,71.202,71.202,117.839,107.005,122.647,126.592,128.844,71.202,71.202,131.447,122.608,71.202,71.202,71.202,71.202,118.186,71.202,122.494
2016-12-01 00:00:00,73.516,73.516,73.516,109.905,73.516,73.516,117.289,107.312,122.007,125.655,127.871,73.516,73.516,130.475,123.777,73.516,73.516,73.516,73.516,117.454,73.516,121.612
2016-12-02 00:00:00,74.162,74.162,74.162,110.771,74.162,74.162,117.978,107.804,122.721,126.805,128.628,74.162,74.162,131.496,124.089,74.162,74.162,74.162,74.162,118.13,74.162,122.61
2017-02-10 00:00:00,79.828,79.828,79.828,114.162,79.828,79.828,119.49,114.309,126.138,129.496,131.734,79.828,79.828,133.633,127.445,79.828,79.828,79.828,79.828,117.193,79.828,123.979
2017-02-13 00:00:00,79.611,79.611,79.611,114.018,79.611,79.611,118.999,113.871,125.597,128.949,131.167,79.611,79.611,133.49,126.918,79.611,79.611,79.611,79.611,117.263,79.611,124.069
2017-02-14 00:00:00,80.085,80.085,80.085,113.777,80.085,80.085,119.249,113.843,125.067,128.452,130.6,80.085,80.085,132.887,126.471,80.085,80.085,80.085,80.085,116.756,80.085,123.6
2017-02-15 00:00:00,79.534,79.534,79.534,113.692,79.534,79.534,119.951,113.956,125.268,128.08,130.229,79.534,79.534,132.56,126.582,79.534,79.534,79.534,79.534,116.467,79.534,123.321
2017-02-16 00:00:00,79.15,79.15,79.15,114.041,79.15,79.15,120.491,114.277,125.659,128.622,130.633,79.15,79.15,133.182,126.975,79.15,79.15,79.15,79.15,117.139,79.15,123.688
2017-02-17 00:00:00,79.345,79.345,79.345,114.3,79.345,79.345,121.161,114.521,125.934,128.904,130.953,79.345,79.345,133.475,127.251,79.345,79.345,79.345,79.345,117.086,79.345,124.019
2017-02-21 00:00:00,79.895,79.895,79.895,113.737,79.895,79.895,120.536,113.969,125.299,128.368,130.293,79.895,79.895,133.673,126.956,79.895,79.895,79.895,79.895,117.172,79.895,124.182
2017-02-22 00:00:00,80.129,80.129,80.129,114.316,80.129,80.129,121.244,114.243,125.301,128.683,130.62,80.129,80.129,134.002,127.301,80.129,80.129,80.129,80.129,118.248,80.129,124.412
2017-02-23 00:00:00,82.255,82.255,82.255,114.789,82.255,82.255,121.725,115.263,125.983,129.402,131.155,82.255,82.255,134.53,127.662,82.255,82.255,82.255,82.255,118.762,82.255,124.604
2017-02-24 00:00:00,83.069,83.069,83.069,115.811,83.069,83.069,122.783,116.146,126.462,130.547,132.261,83.069,83.069,135.641,128.603,83.069,83.069,83.069,83.069,119.654,83.069,125.507
2017-02-27 00:00:00,82.26,82.26,82.26,115.226,82.26,82.26,122.149,119.113,125.805,129.88,131.576,82.26,82.26,134.935,127.9,82.26,82.26,82.26,82.26,119.054,82.26,125.153
2017-02-28 00:00:00,81.263,81.263,81.263,115.173,81.263,81.263,121.488,118.536,125.089,129.291,130.856,81.263,81.263,134.426,127.287,81.263,81.263,81.263,81.263,118.419,81.263,124.462
2017-03-01 00:00:00,82.633,82.633,82.633,114.335,82.633,82.633,120.902,117.92,124.704,128.647,130.165,82.633,82.633,133.455,126.518,82.633,82.633,82.633,82.633,117.823,82.633,124.386
2017-03-02 00:00:00,81.92,81.92,81.92,114.158,81.92,81.92,120.688,117.603,124.352,128.338,129.537,81.92,81.92,133.173,126.646,81.92,81.92,81.92,81.92,117.496,81.92,124.208
2017-03-03 00:00:00,81.719,81.719,81.719,114.313,81.719,81.719,120.823,118.633,124.518,128.481,129.682,81.719,81.719,133.415,126.898,81.719,81.719,81.719,81.719,117.623,81.719,124.324
2017-03-06 00:00:00,81.031,81.031,81.031,114.212,81.031,81.031,120.704,118.526,124.116,128.755,129.553,81.031,81.031,133.291,126.423,81.031,81.031,81.031,81.031,117.195,81.031,123.946
2017-03-07 00:00:00,79.439,79.439,79.439,114.13,79.439,79.439,120.572,118.411,123.987,128.626,129.385,79.439,79.439,133.144,125.721,79.439,79.439,79.439,79.439,116.792,79.439,122.857
2017-03-08 00:00:00,77.141,77.141,77.141,113.773,77.141,77.141,119.873,117.441,122.273,127.8,128.883,77.141,77.141,132.109,124.805,77.141,77.141,77.141,77.141,115.658,77.141,122.126
2017-03-09 00:00:00,75.816,75.816,75.816,112.304,75.816,75.816,118.959,116.09,121.367,126.633,128.068,75.816,75.816,131.156,123.072,75.816,75.816,75.816,75.816,114.679,75.816,121.15
2017-03-10 00:00:00,77.194,77.194,77.194,112.713,77.194,77.194,119.399,116.4,121.652,127.027,128.455,77.194,77.194,131.976,123.46,77.194,77.194,77.194,77.194,115.335,77.194,121.665
2017-03-13 00:00:00,78.029,78.029,78.029,111.922,78.029,78.029,118.682,115.733,120.914,126.402,127.696,78.029,78.029,131.117,122.637,78.029,78.029,78.029,78.029,117.495,78.029,120.869
2017-03-14 00:00:00,76.939,76.939,76.939,112.226,76.939,76.939,118.964,116.156,121.385,126.824,128.245,76.939,76.939,131.607,123.347,76.939,76.939,76.939,76.939,117.943,76.939,120.932
2017-03-15 00:00:00,80.539,80.539,80.539,113.063,80.539,80.539,120.353,117.434,122.938,128.377,129.553,80.539,80.539,132.509,124.519,80.539,80.539,80.539,80.539,119.523,80.539,122.649
2017-03-16 00:00:00,79.461,79.461,79.461,112.588,79.461,79.461,119.677,117.617,122.37,127.655,128.821,79.461,79.461,131.767,123.9,79.461,79.461,79.461,79.461,118.171,79.461,122.135
2017-03-17 00:00:00,79.994,79.994,79.994,113.038,79.994,79.994,120.12,118.639,123.1,127.464,129.341,79.994,79.994,132.291,124.397,79.994,79.994,79.994,79.994,118.63,79.994,122.598
2017-03-20 00:00:00,78.953,78.953,78.953,114.459,78.953,78.953,120.755,119.226,123.755,128.157,129.944,78.953,78.953,132.999,125.044,78.953,78.953,78.953,78.953,116.515,78.953,123.074
2017-03-21 00:00:00,77.416,77.416,77.416,114.922,77.416,77.416,121.504,119.915,124.28,128.709,130.751,77.416,77.416,133.8,125.802,77.416,77.416,77.416,77.416,117.208,77.416,123.74
2017-03-22 00:00:00,76.75,76.75,76.75,115.071,76.75,76.75,121.662,119.428,124.431,128.211,130.84,76.75,76.75,134.305,125.721,76.75,76.75,76.75,76.75,117.659,76.75,123.423
2017-03-23 00:00:00,77.333,77.333,77.333,114.728,77.333,77.333,121.658,119.088,124.054,128.387,130.42,77.333,77.333,133.91,125.152,77.333,77.333,77.333,77.333,117.508,77.333,123.42
2017-03-24 00:00:00,78.663,78.663,78.663,114.726,78.663,78.663,121.805,119.218,124.221,128.532,130.577,78.663,78.663,134.061,125.424,78.663,78.663,78.663,78.663,117.641,78.663,123.705
