,670346AH8 Corp,94973VAN7 Corp,15189WAD2 Corp,02364WAP0 Corp,759509AB8 Corp,761713AT3 Corp,13645RAF1 Corp,98417EAC4 Corp,58013MEC4 Corp,744533BJ8 Corp,976826BE6 Corp,15361GAQ8 Corp,476556CX1 Corp,548661CP0 Corp,867229AE6 Corp,88579EAC9 Corp,75913MAA7 Corp,126408GK3 Corp,74834LAN0 Corp,92343VAF1 Corp,037735CK1 Corp,38141GFD1 Corp
Company,Nucor Corp,Elevance Health Inc,CenterPoint Energy Resources Corp,America Movil SAB de CV,Reliance Inc,Reynolds American Inc,Canadian Pacific Railway Co,Glencore Finance Canada Ltd,McDonald's Corp,Public Service Co of Oklahoma,Wisconsin Power and Light Co,Central Hudson Gas & Electric Corp,Jersey Central Power & Light Co,Lowe's Cos Inc,Suncor Energy Inc,3M Co,Regions Bank/Birmingham AL,CSX Corp,Quest Diagnostics Inc,Verizon Communications Inc,Appalachian Power Co,Goldman Sachs Group Inc/The
Ticker,NUE,ELV,CNP,AMXLMM,RS,BATSLN,CP,GLENLN,MCD,AEP,LNT,FTSCN,FE,LOW,SUCN,MMM,RF,CSX,DGX,VZ,AEP,GS
Rating,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
Issue Date,2007-12-03 00:00:00,2007-06-08 00:00:00,2007-10-23 00:00:00,2007-10-30 00:00:00,2007-03-30 00:00:00,2007-06-21 00:00:00,2007-05-08 00:00:00,2007-11-20 00:00:00,2007-10-18 00:00:00,2007-11-14 00:00:00,2007-08-15 00:00:00,2007-03-23 00:00:00,2007-12-13 00:00:00,2007-09-11 00:00:00,2007-06-28 00:00:00,2007-03-29 00:00:00,2007-06-26 00:00:00,2007-04-25 00:00:00,2007-06-22 00:00:00,2007-04-03 00:00:00,2007-08-17 00:00:00,2007-10-03 00:00:00
Maturity Date,2037-12-01 00:00:00,2037-06-15 00:00:00,2037-11-01 00:00:00,2037-11-15 00:00:00,2036-11-15 00:00:00,2037-06-15 00:00:00,2037-05-15 00:00:00,2037-11-15 00:00:00,2037-10-15 00:00:00,2037-11-15 00:00:00,2037-08-15 00:00:00,2037-03-23 00:00:00,2037-06-01 00:00:00,2037-09-15 00:00:00,2038-06-15 00:00:00,2037-03-15 00:00:00,2037-06-26 00:00:00,2037-05-01 00:00:00,2037-07-01 00:00:00,2037-04-01 00:00:00,2037-08-15 00:00:00,2037-10-01 00:00:00
2022-01-25 00:00:00,57.437,57.437,57.437,131.554,57.437,57.437,131.853,134.476,136.895,137.557,136.228,57.437,57.437,135.44,132.079,57.437,57.437,57.437,57.437,131.224,57.437,136.092
2022-01-26 00:00:00,58.299,58.299,58.299,130.899,58.299,58.299,130.911,133.767,136.369,136.585,134.977,58.299,58.299,134.49,131.709,58.299,58.299,58.299,58.299,130.294,58.299,135.112
2022-01-27 00:00:00,57.766,57.766,57.766,131.135,57.766,57.766,131.141,133.993,136.003,137.18,135.814,57.766,57.766,134.756,131.832,57.766,57.766,57.766,57.766,130.844,57.766,135.21
2022-01-28 00:00:00,57.717,57.717,57.717,131.455,57.717,57.717,131.12,134.088,135.822,137.233,135.94,57.717,57.717,134.867,131.775,57.717,57.717,57.717,57.717,130.948,57.717,134.794
2022-01-31 00:00:00,57.913,57.913,57.913,130.78,57.913,57.913,131.203,133.662,136.248,136.679,135.789,57.913,57.913,134.615,131.27,57.913,57.913,57.913,57.913,130.921,57.913,135.308
2022-02-01 00:00:00,58.63,58.63,58.63,130.318,58.63,58.63,130.91,133.733,136.281,136.794,135.719,58.63,58.63,134.851,131.126,58.63,58.63,58.63,58.63,130.768,58.63,135.102
2022-02-02 00:00:00,59.802,59.802,59.802,130.758,59.802,59.802,130.992,134.445,136.63,137.045,135.811,59.802,59.802,134.412,131.682,59.802,59.802,59.802,59.802,131.257,59.802,136.039
2022-02-03 00:00:00,59.69,59.69,59.69,129.917,59.69,59.69,130.323,133.099,135.22,135.651,135.529,59.69,59.69,133.159,130.813,59.69,59.69,59.69,59.69,130.254,59.69,134.734
2022-02-04 00:00:00,58.666,58.666,58.666,128.655,58.666,58.666,129.297,131.987,133.754,134.46,134.289,58.666,58.666,131.863,129.46,58.666,58.666,58.666,58.666,128.972,58.666,132.96
2022-02-07 00:00:00,59.461,59.461,59.461,128.405,59.461,59.461,128.786,131.763,133.675,134.491,134.233,59.461,59.461,131.612,129.085,59.461,59.461,59.461,59.461,128.895,59.461,132.61
2022-02-08 00:00:00,59.583,59.583,59.583,127.852,59.583,59.583,128.509,131.214,133.562,134.015,134.316,59.583,59.583,131.062,128.846,59.583,59.583,59.583,59.583,128.529,59.583,132.556
2022-02-09 00:00:00,60.321,60.321,60.321,127.941,60.321,60.321,128.76,131.224,133.84,134.557,133.66,60.321,60.321,131.521,129.64,60.321,60.321,60.321,60.321,128.758,60.321,133.159
2022-02-10 00:00:00,59.09,59.09,59.09,126.851,59.09,59.09,127.311,130.473,132.704,133.274,132.329,59.09,59.09,130.047,128.028,59.09,59.09,59.09,59.09,127.512,59.09,131.326
2022-02-11 00:00:00,58.829,58.829,58.829,127.608,58.829,58.829,128.526,131.492,133.571,134.308,133.302,58.829,58.829,131.334,128.775,58.829,58.829,58.829,58.829,128.15,58.829,132.067
2022-02-14 00:00:00,58.915,58.915,58.915,126.714,58.915,58.915,127.465,130.165,132.203,133.194,132.315,58.915,58.915,130.396,127.541,58.915,58.915,58.915,58.915,127.448,58.915,130.935
2022-02-15 00:00:00,58.211,58.211,58.211,126.169,58.211,58.211,126.91,128.138,131.549,132.18,131.356,58.211,58.211,129.265,127.036,58.211,58.211,58.211,58.211,126.418,58.211,129.993
2022-02-16 00:00:00,58.894,58.894,58.894,126.077,58.894,58.894,125.958,128.728,131.244,132.034,131.551,58.894,58.894,129.135,125.997,58.894,58.894,58.894,58.894,126.493,58.894,129.346
2022-02-17 00:00:00,59.11,59.11,59.11,126.895,59.11,59.11,126.435,129.526,131.826,132.478,132.373,59.11,59.11,129.557,125.892,59.11,59.11,59.11,59.11,127.646,59.11,129.581
2022-02-18 00:00:00,58.499,58.499,58.499,126.723,58.499,58.499,127.447,129.997,132.12,132.723,132.853,58.499,58.499,129.596,126.024,58.499,58.499,58.499,58.499,127.922,58.499,129.691
2022-02-22 00:00:00,57.922,57.922,57.922,126.745,57.922,57.922,126.889,128.56,131.446,131.854,132.698,57.922,57.922,129.469,123.811,57.922,57.922,57.922,57.922,127.602,57.922,129.197
2022-02-23 00:00:00,57.746,57.746,57.746,125.472,57.746,57.746,125.94,128.215,131.067,130.953,132.082,57.746,57.746,128.648,124.908,57.746,57.746,57.746,57.746,127.041,57.746,128.34
2022-02-24 00:00:00,57.594,57.594,57.594,125.22,57.594,57.594,125.384,127.631,131.251,129.739,132.244,57.594,57.594,128.541,124.03,57.594,57.594,57.594,57.594,126.979,57.594,127.763
2022-02-25 00:00:00,57.911,57.911,57.911,125.025,57.911,57.911,126.381,128,131.647,129.662,132.325,57.911,57.911,128.612,125.225,57.911,57.911,57.911,57.911,126.356,57.911,129.903
2022-02-28 00:00:00,58.298,58.298,58.298,126.494,58.298,58.298,128.332,129.842,133.069,131.231,133.934,58.298,58.298,130.15,126.552,58.298,58.298,58.298,58.298,127.851,58.298,131.059
2022-03-01 00:00:00,59.169,59.169,59.169,127.364,59.169,59.169,130.104,131.209,133.673,132.722,135.44,59.169,59.169,131.281,126.822,59.169,59.169,59.169,59.169,129.728,59.169,131.958
2022-03-02 00:00:00,59.413,59.413,59.413,125.929,59.413,59.413,128.234,129.519,132.212,129.714,133.568,59.413,59.413,129.527,125.756,59.413,59.413,59.413,59.413,127.738,59.413,130.405
2022-03-03 00:00:00,60.111,60.111,60.111,126.022,60.111,60.111,126.724,129.346,132.303,129.785,133.641,60.111,60.111,129.596,126.361,60.111,60.111,60.111,60.111,128.185,60.111,130.758
2022-03-04 00:00:00,60.905,60.905,60.905,126.093,60.905,60.905,128.127,130.884,132.563,131.442,134.86,60.905,60.905,130.4,126.457,60.905,60.905,60.905,60.905,129.158,60.905,131.107
2022-03-07 00:00:00,63.288,63.288,63.288,125.269,63.288,63.288,127.119,129.884,131.352,131.029,134.466,63.288,63.288,129.011,125.167,63.288,63.288,63.288,63.288,127.912,63.288,128.626
2022-03-08 00:00:00,64.361,64.361,64.361,124.129,64.361,64.361,125.904,127.784,129.065,129.948,133.296,64.361,64.361,127.613,124.162,64.361,64.361,64.361,64.361,126.183,64.361,127.274
2022-03-09 00:00:00,64.095,64.095,64.095,123.196,64.095,64.095,124.791,127.218,128.818,128.496,131.794,64.095,64.095,126.38,125.197,64.095,64.095,64.095,64.095,125.194,64.095,127.076
2022-03-10 00:00:00,62.806,62.806,62.806,122.923,62.806,62.806,124.169,127.104,127.352,127.963,131.256,62.806,62.806,126.012,124.541,62.806,62.806,62.806,62.806,124.681,62.806,125.068
2022-03-11 00:00:00,62.824,62.824,62.824,122.909,62.824,62.824,124.041,126.576,127.192,127.926,131.21,62.824,62.824,124.315,123.848,62.824,62.824,62.824,62.824,124.651,62.824,125.188
2022-03-14 00:00:00,61.01,61.01,61.01,121.354,61.01,61.01,122.058,124.62,125.729,126.113,129.325,61.01,61.01,122.832,122.636,61.01,61.01,61.01,61.01,122.89,61.01,122.501
2022-03-15 00:00:00,59.326,59.326,59.326,121.755,59.326,59.326,122.51,123.365,125.946,125.853,129.062,59.326,59.326,122.644,122.101,59.326,59.326,59.326,59.326,123.152,59.326,123.559
2022-03-16 00:00:00,59.493,59.493,59.493,121.541,59.493,59.493,122.824,124.081,126.313,125.426,128.623,59.493,59.493,123.2,122.836,59.493,59.493,59.493,59.493,123.969,59.493,125.245
2022-03-17 00:00:00,61.34,61.34,61.34,121.765,61.34,61.34,123.68,123.477,128.062,125.371,128.561,61.34,61.34,124.555,124.633,61.34,61.34,61.34,61.34,124.729,61.34,127.795
2022-03-18 00:00:00,61.656,61.656,61.656,122.453,61.656,61.656,124.255,125.035,128.189,125.607,128.805,61.656,61.656,125.063,124.621,61.656,61.656,61.656,61.656,125.423,61.656,127.774
2022-03-21 00:00:00,63.519,63.519,63.519,121.054,63.519,63.519,122.844,123.8,127.275,123.995,127.13,63.519,63.519,123.208,124.23,63.519,63.519,63.519,63.519,123.834,63.519,126.006
2022-03-28 00:00:00,65.34,65.34,65.34,119.987,65.34,65.34,121.365,122.444,125.531,123.101,125.012,65.34,65.34,121.954,124.432,65.34,65.34,65.34,65.34,122.462,65.34,124.083
2022-03-29 00:00:00,65.919,65.919,65.919,120.831,65.919,65.919,122.564,123.139,127.242,124.381,125.738,65.919,65.919,123.343,125.029,65.919,65.919,65.919,65.919,123.35,65.919,126.43
2022-03-30 00:00:00,67.764,67.764,67.764,121.349,67.764,67.764,122.77,123.723,127.685,125.845,126.003,67.764,67.764,123.753,125.496,67.764,67.764,67.764,67.764,123.615,67.764,126.256
2022-03-31 00:00:00,67.248,67.248,67.248,121.644,67.248,67.248,123.15,123.988,127.73,124.976,126.39,67.248,67.248,124.125,125.96,67.248,67.248,67.248,67.248,123.776,67.248,126.425
2022-04-01 00:00:00,67.339,67.339,67.339,121.439,67.339,67.339,122.805,124.169,127.649,124.714,126.104,67.339,67.339,124.141,126.724,67.339,67.339,67.339,67.339,123.59,67.339,126.365
2022-04-04 00:00:00,66.708,66.708,66.708,121.397,66.708,66.708,123.043,124.135,128.12,124.724,126.074,66.708,66.708,124.114,126.298,66.708,66.708,66.708,66.708,123.725,66.708,128.124
2022-04-05 00:00:00,65.99,65.99,65.99,119.464,65.99,65.99,121.226,122.336,126.35,122.291,124.132,65.99,65.99,122.302,124.751,65.99,65.99,65.99,65.99,122.214,65.99,124.187
2022-04-06 00:00:00,64.844,64.844,64.844,118.798,64.844,64.844,120.346,121.708,124.494,121.939,123.466,64.844,64.844,121.41,123.015,64.844,64.844,64.844,64.844,121.064,64.844,122.971
2022-04-07 00:00:00,64.579,64.579,64.579,118.096,64.579,64.579,119.477,121.008,123.131,121.223,122.732,64.579,64.579,120.437,121.861,64.579,64.579,64.579,64.579,120.195,64.579,122.179
2022-04-08 00:00:00,64.141,64.141,64.141,117.513,64.141,64.141,118.364,120.212,122.553,120.413,121.905,64.141,64.141,119.282,121.229,64.141,64.141,64.141,64.141,119.128,64.141,120.947
2022-04-11 00:00:00,64.241,64.241,64.241,116.569,64.241,64.241,117.503,119.099,121.221,119.274,120.741,64.241,64.241,117.994,120.117,64.241,64.241,64.241,64.241,117.48,64.241,119.335
2022-04-12 00:00:00,63.207,63.207,63.207,116.627,63.207,63.207,117.899,119.734,121.585,119.499,121.123,63.207,63.207,118.392,119.705,63.207,63.207,63.207,63.207,117.718,63.207,120.007
2022-04-13 00:00:00,62.92,62.92,62.92,117.068,62.92,62.92,117.859,118.795,121.865,119.687,121.259,62.92,62.92,117.975,118.784,62.92,62.92,62.92,62.92,117.432,62.92,120.964
2022-04-14 00:00:00,63.451,63.451,63.451,115.617,63.451,63.451,116.856,117.441,120.689,118.304,119.845,63.451,63.451,116.623,118.572,63.451,63.451,63.451,63.451,116.087,63.451,118.677
2022-04-18 00:00:00,63.874,63.874,63.874,115.248,63.874,63.874,116.46,116.861,120.013,117.954,119.636,63.874,63.874,116.429,117.204,63.874,63.874,63.874,63.874,115.56,63.874,117.514
2022-04-19 00:00:00,64.256,64.256,64.256,113.751,64.256,64.256,115.089,115.765,118.361,116.739,118.484,64.256,64.256,115.327,116.792,64.256,64.256,64.256,64.256,114.35,64.256,116.394
2022-04-20 00:00:00,64.328,64.328,64.328,115.448,64.328,64.328,116.367,117.155,120.189,118.113,119.957,64.328,64.328,116.723,118.039,64.328,64.328,64.328,64.328,115.738,64.328,118.184
2022-04-21 00:00:00,64.658,64.658,64.658,114.474,64.658,64.658,115.467,116.382,118.467,117.287,119.152,64.658,64.658,115.568,116.764,64.658,64.658,64.658,64.658,114.629,64.658,116.327
2022-04-22 00:00:00,63.504,63.504,63.504,114.302,63.504,63.504,115.05,116.018,117.877,117.141,119.151,63.504,63.504,115.26,115.493,63.504,63.504,63.504,63.504,114.427,63.504,115.303
2022-04-25 00:00:00,62.305,62.305,62.305,114.73,62.305,62.305,116.197,116.819,119.033,117.615,119.881,62.305,62.305,116.235,116.67,62.305,62.305,62.305,62.305,115.233,62.305,117.333
2022-04-26 00:00:00,62.11,62.11,62.11,115.433,62.11,62.11,116.936,117.732,119.801,118.439,120.832,62.11,62.11,117.138,117.467,62.11,62.11,62.11,62.11,115.978,62.11,118.293
2022-04-27 00:00:00,61.343,61.343,61.343,113.971,61.343,61.343,116.031,116.359,118.344,117.236,119.335,61.343,61.343,115.77,115.44,61.343,61.343,61.343,61.343,113.987,61.343,116.31
2022-04-28 00:00:00,61.19,61.19,61.19,113.789,61.19,61.19,115.792,116.372,118.275,117.451,119.283,61.19,61.19,115.47,115.923,61.19,61.19,61.19,61.19,113.976,61.19,116.574
2022-04-29 00:00:00,60.795,60.795,60.795,112.284,60.795,60.795,114.104,115.183,116.986,116.512,118.032,60.795,60.795,113.974,114.292,60.795,60.795,60.795,60.795,112.885,60.795,114.723
2022-05-02 00:00:00,59.648,59.648,59.648,111.898,59.648,59.648,113.591,114.783,116.065,115.877,117.141,59.648,59.648,113.384,112.811,59.648,59.648,59.648,59.648,112.234,59.648,114.156
2022-05-03 00:00:00,61.354,61.354,61.354,112.001,61.354,61.354,113.898,114.727,116.297,116.067,117.315,61.354,61.354,114.129,114.432,61.354,61.354,61.354,61.354,111.479,61.354,114.965
2022-05-04 00:00:00,62.576,62.576,62.576,112.108,62.576,62.576,114.274,114.228,117.407,115.892,117.393,62.576,62.576,114.481,114.189,62.576,62.576,62.576,62.576,112.09,62.576,116.107
2022-05-05 00:00:00,60.979,60.979,60.979,111.015,60.979,60.979,113.153,113.301,115.995,114.972,116.349,60.979,60.979,113.07,113.172,60.979,60.979,60.979,60.979,110.744,60.979,114.669
2022-05-06 00:00:00,60.379,60.379,60.379,109.696,60.379,60.379,112.156,112.357,114.715,113.662,115.079,60.379,60.379,111.872,112.012,60.379,60.379,60.379,60.379,109.568,60.379,113.348
2022-05-09 00:00:00,58.856,58.856,58.856,110.07,58.856,58.856,113.013,113.351,115.634,114.416,116.159,58.856,58.856,112.716,112.361,58.856,58.856,58.856,58.856,110.34,58.856,113.798
2022-05-10 00:00:00,58.396,58.396,58.396,110.295,58.396,58.396,112.845,113.608,116.053,115.049,116.438,58.396,58.396,112.98,113.152,58.396,58.396,58.396,58.396,110.41,58.396,114.023
2022-05-11 00:00:00,57.465,57.465,57.465,110.774,57.465,57.465,113.504,114.039,116.579,115.418,116.684,57.465,57.465,113.463,112.988,57.465,57.465,57.465,57.465,110.738,57.465,114.454
2022-05-12 00:00:00,53.86,53.86,53.86,112.069,53.86,53.86,114.657,115.035,117.149,116.648,117.779,53.86,53.86,114.478,114.232,53.86,53.86,53.86,53.86,111.781,53.86,114.643
2022-05-13 00:00:00,54.512,54.512,54.512,111.161,54.512,54.512,113.962,114.044,116.229,115.743,116.748,54.512,54.512,113.73,112.366,54.512,54.512,54.512,54.512,110.743,54.512,114.004
2022-05-16 00:00:00,55.379,55.379,55.379,111.518,55.379,55.379,113.861,114.279,116.818,115.982,116.993,55.379,55.379,113.728,113.182,55.379,55.379,55.379,55.379,110.806,55.379,114.466
2022-05-17 00:00:00,56.302,56.302,56.302,110.66,56.302,56.302,112.504,112.679,115.622,114.826,115.815,56.302,56.302,112.323,111.508,56.302,56.302,56.302,56.302,109.204,56.302,113.069
2022-05-18 00:00:00,55.139,55.139,55.139,111.727,55.139,55.139,113.656,113.958,116.309,116.116,117.176,55.139,55.139,113.446,113.126,55.139,55.139,55.139,55.139,110.449,55.139,113.917
2022-05-19 00:00:00,54.105,54.105,54.105,112.283,54.105,54.105,114.082,114.521,116.921,115.845,117.775,54.105,54.105,113.705,113.956,54.105,54.105,54.105,54.105,111.005,54.105,113.629
2022-05-20 00:00:00,54.039,54.039,54.039,112.686,54.039,54.039,114.721,115.14,117.788,116.704,118.572,54.039,54.039,114.169,113.483,54.039,54.039,54.039,54.039,111.736,54.039,114.659
2022-05-23 00:00:00,54.167,54.167,54.167,112.119,54.167,54.167,114.159,114.573,116.798,115.821,117.977,54.167,54.167,113.605,112.294,54.167,54.167,54.167,54.167,111.403,54.167,114.247
2022-05-24 00:00:00,54.277,54.277,54.277,113.262,54.277,54.277,115.093,114.568,118.886,116.713,118.86,54.277,54.277,114.43,114.451,54.277,54.277,54.277,54.277,112.562,54.277,116.087
2022-05-25 00:00:00,55.902,55.902,55.902,113.972,55.902,55.902,115.481,114.401,119.818,116.56,118.424,55.902,55.902,115.165,114.992,55.902,55.902,55.902,55.902,113.13,55.902,117.6
2022-05-26 00:00:00,58.09,58.09,58.09,113.868,58.09,58.09,115.969,115.717,120.159,117.096,118.293,58.09,58.09,115.577,115.41,58.09,58.09,58.09,58.09,113.279,58.09,118.712
2022-05-27 00:00:00,59.548,59.548,59.548,114.21,59.548,59.548,116.13,115.821,120.682,117.955,118.396,59.548,59.548,116.099,115.245,59.548,59.548,59.548,59.548,113.502,59.548,119.425
2022-05-31 00:00:00,59.791,59.791,59.791,112.545,59.791,59.791,115.246,114.602,119.949,117.111,117.131,59.791,59.791,115.147,115.255,59.791,59.791,59.791,59.791,112.963,59.791,117.446
2022-06-01 00:00:00,60.22,60.22,60.22,112.047,60.22,60.22,114.582,114.14,119.154,117.124,116.65,60.22,60.22,114.678,114.945,60.22,60.22,60.22,60.22,112.495,60.22,117.258
2022-06-02 00:00:00,60.619,60.619,60.619,112.062,60.619,60.619,114.724,113.982,119.156,117.383,116.482,60.619,60.619,114.661,115.204,60.619,60.619,60.619,60.619,112.347,60.619,116.327
2022-06-03 00:00:00,59.531,59.531,59.531,111.951,59.531,59.531,114.092,113.715,118.651,116.492,116.2,59.531,59.531,114.389,114.649,59.531,59.531,59.531,59.531,111.833,59.531,115.786
2022-06-06 00:00:00,59.534,59.534,59.534,110.634,59.534,59.534,112.765,112.398,117.206,115.467,114.811,59.534,59.534,113.048,113.71,59.534,59.534,59.534,59.534,110.526,59.534,115.208
2022-06-07 00:00:00,60.326,60.326,60.326,111.61,60.326,60.326,113.582,113.238,118.035,116.372,115.695,60.326,60.326,113.901,114.632,60.326,60.326,60.326,60.326,111.336,60.326,115.772
2022-06-08 00:00:00,62.28,62.28,62.28,111.119,62.28,62.28,113.29,113.253,117.545,115.868,115.197,62.28,62.28,113.416,114.66,62.28,62.28,62.28,62.28,110.864,62.28,115.292
2022-06-09 00:00:00,63.228,63.228,63.228,109.818,63.228,63.228,112.872,113.199,117.342,115.787,115.145,63.228,63.228,113.094,113.455,63.228,63.228,63.228,63.228,110.551,63.228,114.581
2022-06-10 00:00:00,61.972,61.972,61.972,109.579,61.972,61.972,111.211,112.334,115.25,114.241,114.232,61.972,61.972,111.74,112.203,61.972,61.972,61.972,61.972,109.091,61.972,112.824
2022-06-13 00:00:00,59.324,59.324,59.324,106.893,59.324,59.324,107.526,109.765,111.83,111.675,111.95,59.324,59.324,108.804,110.123,59.324,59.324,59.324,59.324,106.64,59.324,108.938
2022-06-14 00:00:00,58.974,58.974,58.974,105.601,58.974,58.974,106.709,108.312,110.548,110.341,110.856,58.974,58.974,107.926,109.188,58.974,58.974,58.974,58.974,105.452,58.974,108.531
2022-06-15 00:00:00,58.942,58.942,58.942,108.056,58.942,58.942,108.678,110.383,113.288,112.197,112.865,58.942,58.942,110.143,110.523,58.942,58.942,58.942,58.942,107.568,58.942,110.873
2022-06-16 00:00:00,58.252,58.252,58.252,107.549,58.252,58.252,109.119,110.769,113.879,112.836,112.543,58.252,58.252,111.081,111.169,58.252,58.252,58.252,58.252,108.118,58.252,111.304
2022-06-17 00:00:00,57.519,57.519,57.519,107.168,57.519,57.519,109.272,110.273,113.414,110.707,111.95,57.519,57.519,110.561,110.666,57.519,57.519,57.519,57.519,107.652,57.519,110.993
2022-06-21 00:00:00,56.825,56.825,56.825,107.115,56.825,56.825,108.89,109.471,112.968,111.112,111.277,56.825,56.825,109.803,109.868,56.825,56.825,56.825,56.825,107.053,56.825,110.779
2022-06-22 00:00:00,56.193,56.193,56.193,107.719,56.193,56.193,109.425,110.459,113.489,111.82,112.304,56.193,56.193,110.434,110.39,56.193,56.193,56.193,56.193,107.541,56.193,111.173
2022-06-23 00:00:00,54.565,54.565,54.565,108.47,54.565,54.565,110.33,110.473,114.724,112.519,113.32,54.565,54.565,111.525,110.951,54.565,54.565,54.565,54.565,108.416,54.565,111.783
2022-06-24 00:00:00,54.695,54.695,54.695,108.084,54.695,54.695,109.991,109.981,114.238,112.109,113.377,54.695,54.695,111.829,110.156,54.695,54.695,54.695,54.695,107.937,54.695,111.839
2022-06-27 00:00:00,55.643,55.643,55.643,107.56,55.643,55.643,109.743,109.739,113.998,111.803,112.771,55.643,55.643,110.968,109.08,55.643,55.643,55.643,55.643,107.088,55.643,111.265
2022-06-28 00:00:00,54.957,54.957,54.957,107.387,54.957,54.957,109.436,109.98,113.822,112.078,113.048,54.957,54.957,111.019,109.084,54.957,54.957,54.957,54.957,107.341,54.957,110.731
2022-06-29 00:00:00,54.114,54.114,54.114,108.039,54.114,54.114,110.205,110.247,114.125,112.722,113.865,54.114,54.114,111.821,109.485,54.114,54.114,54.114,54.114,107.886,54.114,110.23
2022-06-30 00:00:00,52.143,52.143,52.143,109.087,52.143,52.143,110.953,110.975,114.551,113.371,113.859,52.143,52.143,112.519,109.983,52.143,52.143,52.143,52.143,108.613,52.143,110.678
2022-07-01 00:00:00,52.235,52.235,52.235,109.659,52.235,52.235,111.919,112.04,116.04,114.008,114.966,52.235,52.235,113.476,110.501,52.235,52.235,52.235,52.235,109.35,52.235,112.467
2022-07-05 00:00:00,50.467,50.467,50.467,110.967,50.467,50.467,112.536,112.887,116.43,115.279,114.197,50.467,50.467,114.182,110.551,50.467,50.467,50.467,50.467,110.41,50.467,113.038
2022-07-06 00:00:00,49.812,49.812,49.812,110.454,49.812,49.812,111.44,111.789,115.504,114.407,114.012,49.812,49.812,114.031,109.149,49.812,49.812,49.812,49.812,109.32,49.812,112.368
2022-07-07 00:00:00,51.088,51.088,51.088,109.277,51.088,51.088,111.071,109.12,115.576,114.111,113.24,51.088,51.088,113.367,109.748,51.088,51.088,51.088,51.088,109.111,51.088,112.665
2022-07-08 00:00:00,50.388,50.388,50.388,109.436,50.388,50.388,110.383,108.508,114.766,113.151,112.975,50.388,50.388,113.333,109.125,50.388,50.388,50.388,50.388,108.472,50.388,111.767
2022-07-11 00:00:00,49.572,49.572,49.572,109.137,49.572,49.572,111.545,110.45,115.633,114.115,113.946,49.572,49.572,113.728,109.938,49.572,49.572,49.572,49.572,109.297,49.572,112.1
2022-07-12 00:00:00,46.84,46.84,46.84,109.555,46.84,46.84,111.684,109.426,115.759,113.866,113.763,46.84,46.84,113.64,109.729,46.84,46.84,46.84,46.84,109.419,46.84,112.393
2022-07-13 00:00:00,44.031,44.031,44.031,109.746,44.031,44.031,111.988,109.887,116.538,114.147,114.713,44.031,44.031,114.106,110.586,44.031,44.031,44.031,44.031,109.961,44.031,112.694
2022-07-14 00:00:00,41.504,41.504,41.504,108.92,41.504,41.504,111.803,109.778,116.208,113.82,114.387,41.504,41.504,113.622,110.37,41.504,41.504,41.504,41.504,109.322,41.504,112.944
2022-07-15 00:00:00,40.576,40.576,40.576,109.53,40.576,40.576,112.712,110.334,117.394,114.402,115.013,40.576,40.576,114.549,110.498,40.576,40.576,40.576,40.576,110.189,40.576,112.937
2022-07-18 00:00:00,41.698,41.698,41.698,108.665,41.698,41.698,112.373,109.596,116.829,113.536,113.717,41.698,41.698,114.652,110.552,41.698,41.698,41.698,41.698,109.649,41.698,112.549
2022-07-19 00:00:00,40.673,40.673,40.673,109.006,40.673,40.673,112.423,110.145,116.218,112.871,113.236,40.673,40.673,114.045,109.359,40.673,40.673,40.673,40.673,109.514,40.673,112.817
2022-07-20 00:00:00,41.58,41.58,41.58,108.788,41.58,41.58,112.104,109.462,116.112,112.998,113.248,41.58,41.58,114.578,109.582,41.58,41.58,41.58,41.58,109.72,41.58,111.897
2022-07-21 00:00:00,41.248,41.248,41.248,111.029,41.248,41.248,113.921,110.074,118.328,114.873,114.712,41.248,41.248,116.332,110.527,41.248,41.248,41.248,41.248,111.017,41.248,114.03
2022-07-22 00:00:00,40.894,40.894,40.894,112.399,40.894,40.894,115.265,111.789,119.654,116.449,115.962,40.894,40.894,117.656,111.225,40.894,40.894,40.894,40.894,111.864,40.894,115.459
2022-07-25 00:00:00,40.965,40.965,40.965,111.798,40.965,40.965,115.162,111.343,118.769,116.438,115.472,40.965,40.965,116.885,110.228,40.965,40.965,40.965,40.965,110.845,40.965,114.678
2022-07-26 00:00:00,40.892,40.892,40.892,111.496,40.892,40.892,114.317,110.555,118.508,116.298,115.986,40.892,40.892,115.592,111.045,40.892,40.892,40.892,40.892,111.122,40.892,114.065
2022-07-27 00:00:00,42.358,42.358,42.358,111.674,42.358,42.358,114.774,110.95,118.672,116.125,116.021,42.358,42.358,115.703,111.538,42.358,42.358,42.358,42.358,111.296,42.358,114.316
2022-07-28 00:00:00,44.371,44.371,44.371,113.177,44.371,44.371,116.188,112.534,119.754,117.16,117.321,44.371,44.371,117.524,112.174,44.371,44.371,44.371,44.371,112.375,44.371,116.158
2022-07-29 00:00:00,45.768,45.768,45.768,113.784,45.768,45.768,116.861,112.892,120.311,117.615,117.811,45.768,45.768,117.942,113.035,45.768,45.768,45.768,45.768,112.734,45.768,116.818
