,88732JAJ7 Corp,314275AC2 Corp,53079EAN4 Corp,53079EAN4 Corp_3,92553PAC6 Corp
Company,Time Warner Cable LLC,Macy's Retail Holdings LLC,Liberty Mutual Group Inc,Liberty Mutual Group Inc,Paramount Global
Ticker,CHTR,M,LIBMUT,LIBMUT,PARA
Rating,BB+,BB+,BB+,BB+,BB+
Issue Date,2007-10-30 00:00:00,2007-03-12 00:00:00,2007-03-07 00:00:00,2007-03-07 00:00:00,2007-10-05 00:00:00
Maturity Date,2037-05-01 00:00:00,2037-03-15 00:00:00,2037-03-15 00:00:00,2037-03-15 00:00:00,2037-10-05 00:00:00
2018-01-23 00:00:00,8.225,8.225,8.225,8.225,8.225
2018-01-24 00:00:00,8.151,8.151,8.151,8.151,8.151
2018-01-25 00:00:00,8.103,8.103,8.103,8.103,8.103
2018-01-26 00:00:00,8.09,8.09,8.09,8.09,8.09
2018-01-29 00:00:00,8.147,8.147,8.147,8.147,8.147
2018-01-30 00:00:00,8.239,8.239,8.239,8.239,8.239
2018-01-31 00:00:00,8.229,8.229,8.229,8.229,8.229
2018-02-01 00:00:00,8.28,8.28,8.28,8.28,8.28
2018-02-02 00:00:00,8.338,8.338,8.338,8.338,8.338
2018-02-05 00:00:00,8.428,8.428,8.428,8.428,8.428
2018-02-06 00:00:00,8.59,8.59,8.59,8.59,8.59
2018-02-07 00:00:00,8.588,8.588,8.588,8.588,8.588
2018-02-08 00:00:00,8.705,8.705,8.705,8.705,8.705
2018-02-09 00:00:00,9.031,9.031,9.031,9.031,9.031
2018-02-12 00:00:00,8.794,8.794,8.794,8.794,8.794
2018-02-13 00:00:00,8.877,8.877,8.877,8.877,8.877
2018-02-14 00:00:00,8.828,8.828,8.828,8.828,8.828
2018-02-15 00:00:00,8.736,8.736,8.736,8.736,8.736
2018-02-16 00:00:00,8.742,8.742,8.742,8.742,8.742
2018-02-20 00:00:00,8.723,8.723,8.723,8.723,8.723
2018-02-21 00:00:00,8.928,8.928,8.928,8.928,8.928
2018-02-22 00:00:00,8.924,8.924,8.924,8.924,8.924
2018-02-23 00:00:00,8.885,8.885,8.885,8.885,8.885
2018-02-26 00:00:00,8.837,8.837,8.837,8.837,8.837
2018-02-27 00:00:00,8.88,8.88,8.88,8.88,8.88
2018-02-28 00:00:00,8.915,8.915,8.915,8.915,8.915
2018-03-01 00:00:00,9.087,9.087,9.087,9.087,9.087
2018-03-02 00:00:00,9.082,9.082,9.082,9.082,9.082
2018-03-05 00:00:00,9.049,9.049,9.049,9.049,9.049
2018-03-06 00:00:00,8.997,8.997,8.997,8.997,8.997
2018-03-07 00:00:00,9.065,9.065,9.065,9.065,9.065
2018-03-08 00:00:00,9.087,9.087,9.087,9.087,9.087
2018-03-09 00:00:00,8.968,8.968,8.968,8.968,8.968
2018-03-12 00:00:00,8.99,8.99,8.99,8.99,8.99
2018-03-13 00:00:00,9.046,9.046,9.046,9.046,9.046
2018-03-14 00:00:00,9.058,9.058,9.058,9.058,9.058
2018-03-15 00:00:00,9.115,9.115,9.115,9.115,9.115
2018-03-16 00:00:00,9.072,9.072,9.072,9.072,9.072
2018-03-19 00:00:00,9.118,9.118,9.118,9.118,9.118
2018-03-20 00:00:00,9.124,9.124,9.124,9.124,9.124
2018-03-21 00:00:00,9.069,9.069,9.069,9.069,9.069
2018-03-22 00:00:00,9.137,9.137,9.137,9.137,9.137
2018-03-23 00:00:00,9.139,9.139,9.139,9.139,9.139
2018-03-26 00:00:00,9.166,9.166,9.166,9.166,9.166
2018-03-27 00:00:00,9.137,9.137,9.137,9.137,9.137
2018-03-28 00:00:00,9.186,9.186,9.186,9.186,9.186
2018-03-29 00:00:00,9.151,9.151,9.151,9.151,9.151
2018-04-02 00:00:00,9.207,9.207,9.207,9.207,9.207
2018-04-03 00:00:00,9.19,9.19,9.19,9.19,9.19
2018-04-04 00:00:00,9.169,9.169,9.169,9.169,9.169
2018-04-05 00:00:00,9.058,9.058,9.058,9.058,9.058
2018-04-06 00:00:00,9.107,9.107,9.107,9.107,9.107
2018-04-09 00:00:00,9.033,9.033,9.033,9.033,9.033
2018-04-10 00:00:00,8.966,8.966,8.966,8.966,8.966
2018-04-11 00:00:00,8.88,8.88,8.88,8.88,8.88
2018-04-12 00:00:00,8.821,8.821,8.821,8.821,8.821
2018-04-13 00:00:00,8.764,8.764,8.764,8.764,8.764
2018-04-16 00:00:00,8.739,8.739,8.739,8.739,8.739
2018-04-17 00:00:00,8.684,8.684,8.684,8.684,8.684
2018-04-18 00:00:00,8.534,8.534,8.534,8.534,8.534
2018-04-19 00:00:00,8.53,8.53,8.53,8.53,8.53
2018-04-20 00:00:00,8.587,8.587,8.587,8.587,8.587
2018-04-23 00:00:00,8.566,8.566,8.566,8.566,8.566
2018-04-24 00:00:00,8.518,8.518,8.518,8.518,8.518
2018-04-25 00:00:00,8.545,8.545,8.545,8.545,8.545
2018-04-26 00:00:00,8.437,8.437,8.437,8.437,8.437
2018-04-27 00:00:00,8.462,8.462,8.462,8.462,8.462
2018-04-30 00:00:00,8.462,8.462,8.462,8.462,8.462
2018-05-01 00:00:00,8.516,8.516,8.516,8.516,8.516
2018-05-02 00:00:00,8.502,8.502,8.502,8.502,8.502
2018-05-03 00:00:00,8.541,8.541,8.541,8.541,8.541
2018-05-04 00:00:00,8.514,8.514,8.514,8.514,8.514
2018-05-07 00:00:00,8.491,8.491,8.491,8.491,8.491
2018-05-08 00:00:00,8.555,8.555,8.555,8.555,8.555
2018-05-09 00:00:00,8.501,8.501,8.501,8.501,8.501
2018-05-10 00:00:00,8.455,8.455,8.455,8.455,8.455
2018-05-11 00:00:00,8.389,8.389,8.389,8.389,8.389
2018-05-14 00:00:00,8.385,8.385,8.385,8.385,8.385
2018-05-15 00:00:00,8.315,8.315,8.315,8.315,8.315
2018-05-16 00:00:00,8.33,8.33,8.33,8.33,8.33
2018-05-17 00:00:00,8.294,8.294,8.294,8.294,8.294
2018-05-18 00:00:00,8.305,8.305,8.305,8.305,8.305
2018-05-21 00:00:00,8.281,8.281,8.281,8.281,8.281
2018-05-22 00:00:00,8.235,8.235,8.235,8.235,8.235
2018-05-23 00:00:00,8.29,8.29,8.29,8.29,8.29
2018-05-24 00:00:00,8.323,8.323,8.323,8.323,8.323
2018-05-25 00:00:00,8.424,8.424,8.424,8.424,8.424
2018-05-29 00:00:00,8.493,8.493,8.493,8.493,8.493
2018-05-30 00:00:00,8.397,8.397,8.397,8.397,8.397
2018-05-31 00:00:00,8.403,8.403,8.403,8.403,8.403
2018-06-01 00:00:00,8.424,8.424,8.424,8.424,8.424
2018-06-04 00:00:00,8.435,8.435,8.435,8.435,8.435
2018-06-05 00:00:00,8.39,8.39,8.39,8.39,8.39
2018-06-06 00:00:00,8.418,8.418,8.418,8.418,8.418
2018-06-07 00:00:00,8.388,8.388,8.388,8.388,8.388
2018-06-08 00:00:00,8.397,8.397,8.397,8.397,8.397
2018-06-11 00:00:00,8.384,8.384,8.384,8.384,8.384
2018-06-12 00:00:00,8.334,8.334,8.334,8.334,8.334
2018-06-13 00:00:00,8.33,8.33,8.33,8.33,8.33
2018-06-14 00:00:00,8.299,8.299,8.299,8.299,8.299
2018-06-15 00:00:00,8.324,8.324,8.324,8.324,8.324
2018-06-18 00:00:00,8.332,8.332,8.332,8.332,8.332
2018-06-19 00:00:00,8.45,8.45,8.45,8.45,8.45
2018-06-20 00:00:00,8.413,8.413,8.413,8.413,8.413
2018-06-21 00:00:00,8.426,8.426,8.426,8.426,8.426
2018-06-22 00:00:00,8.373,8.373,8.373,8.373,8.373
2018-06-25 00:00:00,8.445,8.445,8.445,8.445,8.445
2018-06-26 00:00:00,8.449,8.449,8.449,8.449,8.449
2018-06-27 00:00:00,8.453,8.453,8.453,8.453,8.453
2018-06-28 00:00:00,8.59,8.59,8.59,8.59,8.59
2018-06-29 00:00:00,8.587,8.587,8.587,8.587,8.587
2018-07-02 00:00:00,8.57,8.57,8.57,8.57,8.57
2018-07-03 00:00:00,8.556,8.556,8.556,8.556,8.556
2018-07-05 00:00:00,8.575,8.575,8.575,8.575,8.575
2018-07-06 00:00:00,8.557,8.557,8.557,8.557,8.557
2018-07-09 00:00:00,8.549,8.549,8.549,8.549,8.549
2018-07-10 00:00:00,8.508,8.508,8.508,8.508,8.508
2018-07-11 00:00:00,8.591,8.591,8.591,8.591,8.591
2018-07-12 00:00:00,8.614,8.614,8.614,8.614,8.614
2018-07-13 00:00:00,8.622,8.622,8.622,8.622,8.622
2018-07-16 00:00:00,8.69,8.69,8.69,8.69,8.69
2018-07-17 00:00:00,8.701,8.701,8.701,8.701,8.701
2018-07-18 00:00:00,8.698,8.698,8.698,8.698,8.698
2018-07-19 00:00:00,8.719,8.719,8.719,8.719,8.719
2018-07-20 00:00:00,8.707,8.707,8.707,8.707,8.707
2018-07-23 00:00:00,8.716,8.716,8.716,8.716,8.716
2018-07-24 00:00:00,8.693,8.693,8.693,8.693,8.693
2018-07-25 00:00:00,8.696,8.696,8.696,8.696,8.696
2018-07-26 00:00:00,8.624,8.624,8.624,8.624,8.624
2018-07-27 00:00:00,8.625,8.625,8.625,8.625,8.625
2018-07-30 00:00:00,8.607,8.607,8.607,8.607,8.607
2018-07-31 00:00:00,8.549,8.549,8.549,8.549,8.549
2018-08-01 00:00:00,8.587,8.587,8.587,8.587,8.587
2018-08-02 00:00:00,8.569,8.569,8.569,8.569,8.569
2018-08-03 00:00:00,8.594,8.594,8.594,8.594,8.594
2018-08-06 00:00:00,8.508,8.508,8.508,8.508,8.508
2018-08-07 00:00:00,8.46,8.46,8.46,8.46,8.46
2018-08-08 00:00:00,8.494,8.494,8.494,8.494,8.494
2018-08-09 00:00:00,8.55,8.55,8.55,8.55,8.55
2018-08-10 00:00:00,8.59,8.59,8.59,8.59,8.59
2018-08-13 00:00:00,8.659,8.659,8.659,8.659,8.659
2018-08-14 00:00:00,8.63,8.63,8.63,8.63,8.63
2018-08-15 00:00:00,8.742,8.742,8.742,8.742,8.742
2018-08-16 00:00:00,8.727,8.727,8.727,8.727,8.727
2018-08-17 00:00:00,8.722,8.722,8.722,8.722,8.722
2018-08-20 00:00:00,8.653,8.653,8.653,8.653,8.653
2018-08-21 00:00:00,8.659,8.659,8.659,8.659,8.659
2018-08-22 00:00:00,8.641,8.641,8.641,8.641,8.641
2018-08-23 00:00:00,8.658,8.658,8.658,8.658,8.658
2018-08-24 00:00:00,8.568,8.568,8.568,8.568,8.568
2018-08-27 00:00:00,8.638,8.638,8.638,8.638,8.638
2018-08-28 00:00:00,8.622,8.622,8.622,8.622,8.622
2018-08-29 00:00:00,8.602,8.602,8.602,8.602,8.602
2018-08-30 00:00:00,8.628,8.628,8.628,8.628,8.628
2018-08-31 00:00:00,8.687,8.687,8.687,8.687,8.687
2018-09-04 00:00:00,8.632,8.632,8.632,8.632,8.632
2018-09-05 00:00:00,8.608,8.608,8.608,8.608,8.608
2018-09-06 00:00:00,8.669,8.669,8.669,8.669,8.669
2018-09-07 00:00:00,8.599,8.599,8.599,8.599,8.599
2018-09-10 00:00:00,8.579,8.579,8.579,8.579,8.579
2018-09-11 00:00:00,8.565,8.565,8.565,8.565,8.565
2018-09-12 00:00:00,8.439,8.439,8.439,8.439,8.439
2018-09-13 00:00:00,8.458,8.458,8.458,8.458,8.458
2018-09-14 00:00:00,8.488,8.488,8.488,8.488,8.488
2018-09-17 00:00:00,8.47,8.47,8.47,8.47,8.47
2018-09-18 00:00:00,8.443,8.443,8.443,8.443,8.443
2018-09-19 00:00:00,8.441,8.441,8.441,8.441,8.441
2018-09-20 00:00:00,8.331,8.331,8.331,8.331,8.331
2018-09-21 00:00:00,8.312,8.312,8.312,8.312,8.312
2018-09-24 00:00:00,8.257,8.257,8.257,8.257,8.257
2018-09-25 00:00:00,8.243,8.243,8.243,8.243,8.243
2018-09-26 00:00:00,8.258,8.258,8.258,8.258,8.258
2018-09-27 00:00:00,8.236,8.236,8.236,8.236,8.236
2018-09-28 00:00:00,8.205,8.205,8.205,8.205,8.205
2018-10-01 00:00:00,8.19,8.19,8.19,8.19,8.19
2018-10-02 00:00:00,8.234,8.234,8.234,8.234,8.234
2018-10-03 00:00:00,8.225,8.225,8.225,8.225,8.225
2018-10-04 00:00:00,8.39,8.39,8.39,8.39,8.39
2018-10-05 00:00:00,8.42,8.42,8.42,8.42,8.42
2018-10-09 00:00:00,8.435,8.435,8.435,8.435,8.435
2018-10-10 00:00:00,8.489,8.489,8.489,8.489,8.489
2018-10-11 00:00:00,8.568,8.568,8.568,8.568,8.568
2018-10-12 00:00:00,8.499,8.499,8.499,8.499,8.499
2018-10-15 00:00:00,8.495,8.495,8.495,8.495,8.495
2018-10-16 00:00:00,8.375,8.375,8.375,8.375,8.375
2018-10-17 00:00:00,8.385,8.385,8.385,8.385,8.385
2018-10-18 00:00:00,8.447,8.447,8.447,8.447,8.447
2018-10-19 00:00:00,8.427,8.427,8.427,8.427,8.427
2018-10-22 00:00:00,8.373,8.373,8.373,8.373,8.373
2018-10-23 00:00:00,8.574,8.574,8.574,8.574,8.574
2018-10-24 00:00:00,8.551,8.551,8.551,8.551,8.551
2018-10-25 00:00:00,8.635,8.635,8.635,8.635,8.635
2018-10-26 00:00:00,8.693,8.693,8.693,8.693,8.693
2018-10-29 00:00:00,8.796,8.796,8.796,8.796,8.796
2018-10-30 00:00:00,8.997,8.997,8.997,8.997,8.997
2018-10-31 00:00:00,8.94,8.94,8.94,8.94,8.94
2018-11-01 00:00:00,8.958,8.958,8.958,8.958,8.958
2018-11-02 00:00:00,9.033,9.033,9.033,9.033,9.033
2018-11-05 00:00:00,9.112,9.112,9.112,9.112,9.112
2018-11-06 00:00:00,9.156,9.156,9.156,9.156,9.156
2018-11-07 00:00:00,9.118,9.118,9.118,9.118,9.118
2018-11-08 00:00:00,9.124,9.124,9.124,9.124,9.124
2018-11-09 00:00:00,9.259,9.259,9.259,9.259,9.259
2018-11-13 00:00:00,9.597,9.597,9.597,9.597,9.597
2018-11-14 00:00:00,9.55,9.55,9.55,9.55,9.55
2018-11-15 00:00:00,9.816,9.816,9.816,9.816,9.816
2018-11-16 00:00:00,9.775,9.775,9.775,9.775,9.775
2018-11-19 00:00:00,10.366,10.366,10.366,10.366,10.366
2018-11-20 00:00:00,10.169,10.169,10.169,10.169,10.169
2018-11-21 00:00:00,9.932,9.932,9.932,9.932,9.932
2018-11-23 00:00:00,10.21,10.21,10.21,10.21,10.21
2018-11-26 00:00:00,10.14,10.14,10.14,10.14,10.14
2018-11-27 00:00:00,10.218,10.218,10.218,10.218,10.218
2018-11-28 00:00:00,10.114,10.114,10.114,10.114,10.114
2018-11-29 00:00:00,9.906,9.906,9.906,9.906,9.906
2018-11-30 00:00:00,10.078,10.078,10.078,10.078,10.078
2018-12-03 00:00:00,9.785,9.785,9.785,9.785,9.785
2018-12-04 00:00:00,9.968,9.968,9.968,9.968,9.968
2018-12-06 00:00:00,10.147,10.147,10.147,10.147,10.147
2018-12-07 00:00:00,9.813,9.813,9.813,9.813,9.813
2018-12-10 00:00:00,10.138,10.138,10.138,10.138,10.138
2018-12-11 00:00:00,9.973,9.973,9.973,9.973,9.973
2018-12-12 00:00:00,10.061,10.061,10.061,10.061,10.061
2018-12-13 00:00:00,9.978,9.978,9.978,9.978,9.978
2018-12-14 00:00:00,10.137,10.137,10.137,10.137,10.137
2018-12-17 00:00:00,10.222,10.222,10.222,10.222,10.222
2018-12-18 00:00:00,10.514,10.514,10.514,10.514,10.514
2018-12-19 00:00:00,10.643,10.643,10.643,10.643,10.643
2018-12-20 00:00:00,11.087,11.087,11.087,11.087,11.087
2018-12-21 00:00:00,11.213,11.213,11.213,11.213,11.213
2018-12-24 00:00:00,11.334,11.334,11.334,11.334,11.334
2018-12-26 00:00:00,11.047,11.047,11.047,11.047,11.047
2018-12-27 00:00:00,11.263,11.263,11.263,11.263,11.263
2018-12-28 00:00:00,10.894,10.894,10.894,10.894,10.894
2018-12-31 00:00:00,10.96,10.96,10.96,10.96,10.96
2019-01-02 00:00:00,10.705,10.705,10.705,10.705,10.705
2019-01-03 00:00:00,10.681,10.681,10.681,10.681,10.681
2019-01-04 00:00:00,10.154,10.154,10.154,10.154,10.154
2019-01-07 00:00:00,9.672,9.672,9.672,9.672,9.672
2019-01-08 00:00:00,9.535,9.535,9.535,9.535,9.535
2019-01-09 00:00:00,9.396,9.396,9.396,9.396,9.396
2019-01-10 00:00:00,9.527,9.527,9.527,9.527,9.527
2019-01-11 00:00:00,9.647,9.647,9.647,9.647,9.647
2019-01-14 00:00:00,9.835,9.835,9.835,9.835,9.835
2019-01-15 00:00:00,9.839,9.839,9.839,9.839,9.839
2019-01-16 00:00:00,9.776,9.776,9.776,9.776,9.776
2019-01-17 00:00:00,9.815,9.815,9.815,9.815,9.815
2019-01-18 00:00:00,9.59,9.59,9.59,9.59,9.59
2019-01-22 00:00:00,9.692,9.692,9.692,9.692,9.692
2019-01-23 00:00:00,9.752,9.752,9.752,9.752,9.752
2019-01-24 00:00:00,9.7,9.7,9.7,9.7,9.7
2019-01-25 00:00:00,9.638,9.638,9.638,9.638,9.638
2019-01-28 00:00:00,9.813,9.813,9.813,9.813,9.813
2019-01-29 00:00:00,9.739,9.739,9.739,9.739,9.739
2019-01-30 00:00:00,9.571,9.571,9.571,9.571,9.571
2019-01-31 00:00:00,9.646,9.646,9.646,9.646,9.646
2019-02-01 00:00:00,9.717,9.717,9.717,9.717,9.717
2019-02-04 00:00:00,9.545,9.545,9.545,9.545,9.545
2019-02-05 00:00:00,9.599,9.599,9.599,9.599,9.599
2019-02-06 00:00:00,9.609,9.609,9.609,9.609,9.609
2019-02-07 00:00:00,9.754,9.754,9.754,9.754,9.754
2019-02-08 00:00:00,9.816,9.816,9.816,9.816,9.816
2019-02-11 00:00:00,9.864,9.864,9.864,9.864,9.864
2019-02-12 00:00:00,9.775,9.775,9.775,9.775,9.775
2019-02-13 00:00:00,9.699,9.699,9.699,9.699,9.699
2019-02-14 00:00:00,9.678,9.678,9.678,9.678,9.678
2019-02-15 00:00:00,9.572,9.572,9.572,9.572,9.572
2019-02-19 00:00:00,9.665,9.665,9.665,9.665,9.665
2019-02-20 00:00:00,9.518,9.518,9.518,9.518,9.518
2019-02-21 00:00:00,9.521,9.521,9.521,9.521,9.521
2019-02-22 00:00:00,9.463,9.463,9.463,9.463,9.463
2019-02-25 00:00:00,9.556,9.556,9.556,9.556,9.556
2019-02-26 00:00:00,9.462,9.462,9.462,9.462,9.462
2019-02-27 00:00:00,9.549,9.549,9.549,9.549,9.549
2019-02-28 00:00:00,9.568,9.568,9.568,9.568,9.568
2019-03-01 00:00:00,9.591,9.591,9.591,9.591,9.591
2019-03-04 00:00:00,9.527,9.527,9.527,9.527,9.527
2019-03-05 00:00:00,9.424,9.424,9.424,9.424,9.424
2019-03-06 00:00:00,9.442,9.442,9.442,9.442,9.442
2019-03-07 00:00:00,9.475,9.475,9.475,9.475,9.475
2019-03-08 00:00:00,9.521,9.521,9.521,9.521,9.521
2019-03-11 00:00:00,9.464,9.464,9.464,9.464,9.464
2019-03-12 00:00:00,9.286,9.286,9.286,9.286,9.286
2019-03-13 00:00:00,9.37,9.37,9.37,9.37,9.37
2019-03-14 00:00:00,9.271,9.271,9.271,9.271,9.271
2019-03-15 00:00:00,9.228,9.228,9.228,9.228,9.228
2019-03-18 00:00:00,9.164,9.164,9.164,9.164,9.164
2019-03-19 00:00:00,9.169,9.169,9.169,9.169,9.169
2019-03-20 00:00:00,9.097,9.097,9.097,9.097,9.097
2019-03-21 00:00:00,9.088,9.088,9.088,9.088,9.088
2019-03-22 00:00:00,9.177,9.177,9.177,9.177,9.177
2019-03-25 00:00:00,9.194,9.194,9.194,9.194,9.194
2019-03-26 00:00:00,9.205,9.205,9.205,9.205,9.205
2019-03-27 00:00:00,9.164,9.164,9.164,9.164,9.164
2019-03-28 00:00:00,9.229,9.229,9.229,9.229,9.229
2019-03-29 00:00:00,9.243,9.243,9.243,9.243,9.243
2019-04-01 00:00:00,9.115,9.115,9.115,9.115,9.115
2019-04-02 00:00:00,9.112,9.112,9.112,9.112,9.112
2019-04-03 00:00:00,9.048,9.048,9.048,9.048,9.048
2019-04-04 00:00:00,9.108,9.108,9.108,9.108,9.108
2019-04-05 00:00:00,9.003,9.003,9.003,9.003,9.003
2019-04-08 00:00:00,9.056,9.056,9.056,9.056,9.056
2019-04-09 00:00:00,9.071,9.071,9.071,9.071,9.071
2019-04-10 00:00:00,9.055,9.055,9.055,9.055,9.055
2019-04-11 00:00:00,9.071,9.071,9.071,9.071,9.071
2019-04-12 00:00:00,9.067,9.067,9.067,9.067,9.067
2019-04-15 00:00:00,9.092,9.092,9.092,9.092,9.092
2019-04-16 00:00:00,9.088,9.088,9.088,9.088,9.088
2019-04-17 00:00:00,9.082,9.082,9.082,9.082,9.082
2019-04-18 00:00:00,9.061,9.061,9.061,9.061,9.061
2019-04-22 00:00:00,9.01,9.01,9.01,9.01,9.01
2019-04-23 00:00:00,8.957,8.957,8.957,8.957,8.957
2019-04-24 00:00:00,8.227,8.227,8.227,8.227,8.227
2019-04-25 00:00:00,8.96,8.96,8.96,8.96,8.96
2019-04-26 00:00:00,9.003,9.003,9.003,9.003,9.003
2019-04-29 00:00:00,8.987,8.987,8.987,8.987,8.987
2019-04-30 00:00:00,9.014,9.014,9.014,9.014,9.014
2019-05-01 00:00:00,9.235,9.235,9.235,9.235,9.235
2019-05-02 00:00:00,9.372,9.372,9.372,9.372,9.372
2019-05-03 00:00:00,9.266,9.266,9.266,9.266,9.266
2019-05-06 00:00:00,9.233,9.233,9.233,9.233,9.233
2019-05-07 00:00:00,9.294,9.294,9.294,9.294,9.294
2019-05-08 00:00:00,9.29,9.29,9.29,9.29,9.29
2019-05-09 00:00:00,9.298,9.298,9.298,9.298,9.298
2019-05-10 00:00:00,9.282,9.282,9.282,9.282,9.282
2019-05-13 00:00:00,9.434,9.434,9.434,9.434,9.434
2019-05-14 00:00:00,9.313,9.313,9.313,9.313,9.313
2019-05-15 00:00:00,9.358,9.358,9.358,9.358,9.358
2019-05-16 00:00:00,9.288,9.288,9.288,9.288,9.288
2019-05-17 00:00:00,9.27,9.27,9.27,9.27,9.27
2019-05-20 00:00:00,9.262,9.262,9.262,9.262,9.262
2019-05-21 00:00:00,9.319,9.319,9.319,9.319,9.319
2019-05-22 00:00:00,9.362,9.362,9.362,9.362,9.362
2019-05-23 00:00:00,9.693,9.693,9.693,9.693,9.693
2019-05-24 00:00:00,9.571,9.571,9.571,9.571,9.571
2019-05-28 00:00:00,9.515,9.515,9.515,9.515,9.515
2019-05-29 00:00:00,9.739,9.739,9.739,9.739,9.739
2019-05-30 00:00:00,9.708,9.708,9.708,9.708,9.708
2019-05-31 00:00:00,9.859,9.859,9.859,9.859,9.859
2019-06-03 00:00:00,9.935,9.935,9.935,9.935,9.935
2019-06-04 00:00:00,9.833,9.833,9.833,9.833,9.833
2019-06-05 00:00:00,10.006,10.006,10.006,10.006,10.006
2019-06-06 00:00:00,9.938,9.938,9.938,9.938,9.938
2019-06-07 00:00:00,9.816,9.816,9.816,9.816,9.816
2019-06-10 00:00:00,9.805,9.805,9.805,9.805,9.805
2019-06-11 00:00:00,9.77,9.77,9.77,9.77,9.77
2019-06-12 00:00:00,10.015,10.015,10.015,10.015,10.015
2019-06-13 00:00:00,10.067,10.067,10.067,10.067,10.067
2019-06-14 00:00:00,10.137,10.137,10.137,10.137,10.137
2019-06-17 00:00:00,10.288,10.288,10.288,10.288,10.288
2019-06-18 00:00:00,10.126,10.126,10.126,10.126,10.126
2019-06-19 00:00:00,10,10,10,10,10
2019-06-20 00:00:00,9.972,9.972,9.972,9.972,9.972
2019-06-21 00:00:00,9.797,9.797,9.797,9.797,9.797
2019-06-24 00:00:00,9.754,9.754,9.754,9.754,9.754
2019-06-25 00:00:00,9.803,9.803,9.803,9.803,9.803
2019-06-26 00:00:00,9.678,9.678,9.678,9.678,9.678
2019-06-27 00:00:00,9.697,9.697,9.697,9.697,9.697
2019-06-28 00:00:00,9.748,9.748,9.748,9.748,9.748
2019-07-01 00:00:00,9.675,9.675,9.675,9.675,9.675
2019-07-02 00:00:00,9.663,9.663,9.663,9.663,9.663
2019-07-03 00:00:00,9.799,9.799,9.799,9.799,9.799
2019-07-05 00:00:00,9.778,9.778,9.778,9.778,9.778
2019-07-08 00:00:00,9.838,9.838,9.838,9.838,9.838
2019-07-09 00:00:00,9.808,9.808,9.808,9.808,9.808
2019-07-10 00:00:00,9.751,9.751,9.751,9.751,9.751
2019-07-11 00:00:00,9.649,9.649,9.649,9.649,9.649
2019-07-12 00:00:00,9.776,9.776,9.776,9.776,9.776
2019-07-15 00:00:00,9.776,9.776,9.776,9.776,9.776
2019-07-16 00:00:00,10.043,10.043,10.043,10.043,10.043
2019-07-17 00:00:00,9.898,9.898,9.898,9.898,9.898
2019-07-18 00:00:00,10.285,10.285,10.285,10.285,10.285
2019-07-19 00:00:00,10.17,10.17,10.17,10.17,10.17
2019-07-22 00:00:00,10.369,10.369,10.369,10.369,10.369
2019-07-23 00:00:00,10.261,10.261,10.261,10.261,10.261
2019-07-24 00:00:00,10.156,10.156,10.156,10.156,10.156
2019-07-25 00:00:00,10.161,10.161,10.161,10.161,10.161
2019-07-26 00:00:00,10.165,10.165,10.165,10.165,10.165
2019-07-29 00:00:00,10.232,10.232,10.232,10.232,10.232
2019-07-30 00:00:00,10.128,10.128,10.128,10.128,10.128
2019-07-31 00:00:00,10.034,10.034,10.034,10.034,10.034
2019-08-01 00:00:00,10.158,10.158,10.158,10.158,10.158
2019-08-02 00:00:00,10.247,10.247,10.247,10.247,10.247
2019-08-05 00:00:00,10.51,10.51,10.51,10.51,10.51
2019-08-06 00:00:00,10.74,10.74,10.74,10.74,10.74
2019-08-07 00:00:00,11.084,11.084,11.084,11.084,11.084
2019-08-08 00:00:00,10.75,10.75,10.75,10.75,10.75
2019-08-09 00:00:00,11.018,11.018,11.018,11.018,11.018
2019-08-12 00:00:00,11.146,11.146,11.146,11.146,11.146
2019-08-13 00:00:00,11.236,11.236,11.236,11.236,11.236
2019-08-14 00:00:00,11.336,11.336,11.336,11.336,11.336
2019-08-15 00:00:00,11.383,11.383,11.383,11.383,11.383
2019-08-16 00:00:00,11.472,11.472,11.472,11.472,11.472
2019-08-19 00:00:00,11.342,11.342,11.342,11.342,11.342
2019-08-20 00:00:00,11.298,11.298,11.298,11.298,11.298
2019-08-21 00:00:00,10.974,10.974,10.974,10.974,10.974
2019-08-22 00:00:00,10.937,10.937,10.937,10.937,10.937
2019-08-23 00:00:00,11.069,11.069,11.069,11.069,11.069
2019-08-26 00:00:00,11.109,11.109,11.109,11.109,11.109
2019-08-27 00:00:00,11.144,11.144,11.144,11.144,11.144
2019-08-28 00:00:00,11.137,11.137,11.137,11.137,11.137
2019-08-29 00:00:00,11.104,11.104,11.104,11.104,11.104
2019-08-30 00:00:00,11.077,11.077,11.077,11.077,11.077
2019-09-03 00:00:00,11.186,11.186,11.186,11.186,11.186
2019-09-04 00:00:00,11.239,11.239,11.239,11.239,11.239
2019-09-05 00:00:00,11.188,11.188,11.188,11.188,11.188
2019-09-06 00:00:00,11.262,11.262,11.262,11.262,11.262
2019-09-09 00:00:00,11.155,11.155,11.155,11.155,11.155
2019-09-10 00:00:00,11.001,11.001,11.001,11.001,11.001
2019-09-11 00:00:00,10.991,10.991,10.991,10.991,10.991
2019-09-12 00:00:00,11.084,11.084,11.084,11.084,11.084
2019-09-13 00:00:00,11.038,11.038,11.038,11.038,11.038
2019-09-16 00:00:00,10.205,10.205,10.205,10.205,10.205
2019-09-17 00:00:00,10.753,10.753,10.753,10.753,10.753
