,00817YAG3 Corp,62912XAC8 Corp,EH0970051 Corp,292505AG9 Corp,881575AC8 Corp,037411AR6 Corp,126650BJ8 Corp
Company,Aetna Inc,NGPL PipeCo LLC,Marks & Spencer PLC,Ovintiv Inc,Tesco PLC,Apache Corp,CVS Health Corp
Ticker,AET,NGPLCO,MARSPE,OVV,TSCOLN,APA,CVS
Rating,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-
Issue Date,2007-12-04 00:00:00,2007-12-21 00:00:00,2007-12-06 00:00:00,2007-12-04 00:00:00,2007-11-05 00:00:00,2007-01-26 00:00:00,2007-05-25 00:00:00
Maturity Date,2037-12-15 00:00:00,2037-12-15 00:00:00,2037-12-01 00:00:00,2038-02-01 00:00:00,2037-11-15 00:00:00,2037-01-15 00:00:00,2027-06-01 00:00:00
Coupon ,6.75,7.768,7.125,6.5,6.15,6,6.25
Tenor (days),10969,10952,10953,11017,10968,10947,7312
2019-09-26 00:00:00,4.131,5.191,11.323,11.323,11.323,4.699,3.193
2019-09-27 00:00:00,4.116,5.235,11.776,11.776,11.776,4.7,3.192
2019-09-30 00:00:00,4.103,5.259,12.19,12.19,12.19,4.695,3.181
2019-10-01 00:00:00,4.081,5.241,12.127,12.127,12.127,4.717,3.151
2019-10-02 00:00:00,4.094,5.219,12.784,12.784,12.784,4.69,3.122
2019-10-03 00:00:00,4.058,5.191,12.892,12.892,12.892,4.934,3.082
2019-10-04 00:00:00,4.051,5.216,12.659,12.659,12.659,4.94,3.093
2019-10-07 00:00:00,4.059,5.252,12.941,12.941,12.941,4.925,3.12
2019-10-08 00:00:00,4.055,5.227,13.341,13.341,13.341,4.93,3.096
2019-10-09 00:00:00,4.103,5.288,13.346,13.346,13.346,5.005,3.152
2019-10-10 00:00:00,4.172,5.343,13.32,13.32,13.32,5.088,3.224
2019-10-11 00:00:00,4.188,5.338,13.162,13.162,13.162,5.155,3.263
2019-10-15 00:00:00,4.202,5.327,13.094,13.094,13.094,5.154,3.338
2019-10-16 00:00:00,4.171,5.299,13.006,13.006,13.006,5.123,3.298
2019-10-17 00:00:00,4.193,5.332,12.836,12.836,12.836,5.137,3.313
2019-10-18 00:00:00,4.174,5.344,12.84,12.84,12.84,5.149,3.312
2019-10-21 00:00:00,4.212,5.372,12.703,12.703,12.703,5.194,3.337
2019-10-22 00:00:00,4.183,5.33,12.622,12.622,12.622,5.151,3.335
2019-10-23 00:00:00,4.204,5.339,12.564,12.564,12.564,5.157,3.323
2019-10-24 00:00:00,4.187,5.347,12.422,12.422,12.422,5.148,3.327
2019-10-25 00:00:00,4.185,5.333,12.331,12.331,12.331,5.263,3.357
2019-10-28 00:00:00,4.228,5.338,12.307,12.307,12.307,5.309,3.38
2019-10-29 00:00:00,4.222,5.335,12.043,12.043,12.043,5.351,3.365
2019-10-30 00:00:00,4.184,5.296,12.04,12.04,12.04,5.283,3.332
2019-10-31 00:00:00,4.127,5.249,12.235,12.235,12.235,5.196,3.262
2019-11-01 00:00:00,4.152,5.266,11.957,11.957,11.957,5.153,3.271
2019-11-04 00:00:00,4.167,5.317,11.813,11.813,11.813,5.219,3.296
2019-11-05 00:00:00,4.205,5.361,11.751,11.751,11.751,5.286,3.383
2019-11-06 00:00:00,4.16,5.329,11.836,11.836,11.836,5.247,3.332
2019-11-07 00:00:00,4.207,5.413,11.692,11.692,11.692,5.294,3.402
2019-11-08 00:00:00,4.211,5.4,11.543,11.543,11.543,5.307,3.38
2019-11-12 00:00:00,4.201,5.42,11.778,11.778,11.778,5.291,3.364
2019-11-13 00:00:00,4.189,5.381,11.88,11.88,11.88,5.022,3.301
2019-11-14 00:00:00,4.127,5.361,11.882,11.882,11.882,4.965,3.249
2019-11-15 00:00:00,4.136,5.338,11.865,11.865,11.865,4.969,3.229
2019-11-18 00:00:00,4.101,5.296,11.853,11.853,11.853,4.947,3.213
2019-11-19 00:00:00,4.062,5.295,12.35,12.35,12.35,4.908,3.173
2019-11-20 00:00:00,4.059,5.279,12.472,12.472,12.472,4.924,3.176
2019-11-21 00:00:00,3.975,5.304,12.343,12.343,12.343,4.982,3.18
2019-11-22 00:00:00,4.006,5.309,12.668,12.668,12.668,4.989,3.187
2019-11-25 00:00:00,3.957,5.302,12.618,12.618,12.618,4.985,3.169
2019-11-26 00:00:00,3.945,5.301,12.451,12.451,12.451,4.94,3.114
2019-11-27 00:00:00,3.981,5.325,12.281,12.281,12.281,4.999,3.149
2019-11-29 00:00:00,3.963,5.329,12.477,12.477,12.477,5.017,3.143
2019-12-02 00:00:00,4.02,5.391,12.358,12.358,12.358,5.218,3.166
2019-12-03 00:00:00,3.956,5.327,12.569,12.569,12.569,5.153,3.089
2019-12-04 00:00:00,4.004,5.346,12.06,12.06,12.06,5.237,3.107
2019-12-05 00:00:00,4.01,5.379,12.08,12.08,12.08,5.207,3.134
2019-12-06 00:00:00,4.022,5.408,11.789,11.789,11.789,5.239,3.167
2019-12-09 00:00:00,4.004,5.36,11.721,11.721,11.721,5.189,3.139
2019-12-10 00:00:00,3.982,5.383,11.518,11.518,11.518,5.136,3.154
2019-12-11 00:00:00,3.911,5.379,11.471,11.471,11.471,4.98,3.112
2019-12-12 00:00:00,4.02,5.451,11.188,11.188,11.188,5.186,3.305
2019-12-13 00:00:00,3.912,5.345,10.679,10.679,10.679,4.985,3.181
2019-12-16 00:00:00,3.94,5.384,10.232,10.232,10.232,5.006,3.245
2019-12-17 00:00:00,3.945,5.329,10.151,10.151,10.151,4.918,3.263
2019-12-18 00:00:00,3.977,5.372,10.236,10.236,10.236,4.948,3.268
2019-12-19 00:00:00,3.984,5.383,10.183,10.183,10.183,4.955,3.284
2019-12-20 00:00:00,3.989,5.35,10.279,10.279,10.279,4.932,3.271
2019-12-23 00:00:00,3.98,5.356,10.166,10.166,10.166,4.873,3.281
2019-12-24 00:00:00,3.955,5.338,10.18,10.18,10.18,4.827,3.245
2019-12-26 00:00:00,3.955,5.352,10.243,10.243,10.243,4.8,3.262
2019-12-27 00:00:00,3.937,5.321,10.283,10.283,10.283,4.787,3.24
2019-12-30 00:00:00,3.943,5.253,10.206,10.206,10.206,4.795,3.243
2019-12-31 00:00:00,3.971,5.303,10.284,10.284,10.284,4.842,3.281
2020-01-02 00:00:00,3.918,5.227,10.273,10.273,10.273,4.791,3.24
2020-01-03 00:00:00,3.85,5.16,9.872,9.872,9.872,4.731,3.153
2020-01-06 00:00:00,3.861,5.176,10.07,10.07,10.07,4.752,3.148
2020-01-07 00:00:00,3.816,5.161,10.013,10.013,10.013,4.479,3.123
2020-01-08 00:00:00,3.933,5.246,10.316,10.316,10.316,4.581,3.221
2020-01-09 00:00:00,3.884,5.214,9.987,9.987,9.987,4.519,3.228
2020-01-10 00:00:00,3.845,5.16,10.249,10.249,10.249,4.54,3.196
2020-01-13 00:00:00,3.869,5.188,10.408,10.408,10.408,4.515,3.22
2020-01-14 00:00:00,3.832,5.141,10.396,10.396,10.396,4.492,3.167
2020-01-15 00:00:00,3.776,5.133,10.406,10.406,10.406,4.62,3.156
2020-01-16 00:00:00,3.825,5.167,10.393,10.393,10.393,4.721,3.174
2020-01-17 00:00:00,3.805,5.14,10.373,10.373,10.373,4.693,3.149
2020-01-21 00:00:00,3.797,5.046,10.423,10.423,10.423,4.633,3.132
2020-01-22 00:00:00,3.72,4.996,10.736,10.736,10.736,4.65,3.115
2020-01-23 00:00:00,3.725,4.967,10.787,10.787,10.787,4.599,3.067
2020-01-24 00:00:00,3.674,4.915,11.05,11.05,11.05,4.556,3.016
2020-01-27 00:00:00,3.632,4.888,11.422,11.422,11.422,4.613,2.966
2020-01-28 00:00:00,3.659,4.953,11.163,11.163,11.163,4.598,3.003
2020-01-29 00:00:00,3.604,4.896,11.125,11.125,11.125,4.545,2.964
2020-01-30 00:00:00,3.591,4.904,11.412,11.412,11.412,4.607,2.971
2020-01-31 00:00:00,3.531,4.844,11.407,11.407,11.407,4.499,2.897
2020-02-03 00:00:00,3.555,4.875,11.614,11.614,11.614,4.515,2.909
2020-02-04 00:00:00,3.636,4.956,11.433,11.433,11.433,4.598,2.925
2020-02-05 00:00:00,3.674,4.985,11.257,11.257,11.257,4.686,2.951
2020-02-06 00:00:00,3.662,4.926,11.222,11.222,11.222,4.658,2.938
2020-02-07 00:00:00,3.58,4.863,11.232,11.232,11.232,4.585,2.901
2020-02-10 00:00:00,3.565,4.874,11.306,11.306,11.306,4.599,2.882
2020-02-11 00:00:00,3.612,4.911,11.381,11.381,11.381,4.656,2.881
2020-02-12 00:00:00,3.66,4.929,11.333,11.333,11.333,4.67,2.885
2020-02-13 00:00:00,3.635,4.887,11.328,11.328,11.328,4.654,2.844
2020-02-14 00:00:00,3.598,4.85,11.386,11.386,11.386,4.509,2.87
2020-02-18 00:00:00,3.571,4.836,11.527,11.527,11.527,4.468,2.851
2020-02-19 00:00:00,3.564,4.839,11.527,11.527,11.527,4.471,2.824
2020-02-20 00:00:00,3.52,4.781,11.487,11.487,11.487,4.415,2.791
2020-02-21 00:00:00,3.492,4.752,11.638,11.638,11.638,4.391,2.719
2020-02-24 00:00:00,3.45,4.708,12.061,12.061,12.061,4.355,2.683
2020-02-25 00:00:00,3.435,4.73,12.686,12.686,12.686,4.357,2.668
2020-02-26 00:00:00,3.476,4.794,12.429,12.429,12.429,4.487,2.633
2020-02-27 00:00:00,3.523,4.86,13.235,13.235,13.235,4.564,2.613
2020-02-28 00:00:00,3.499,4.7,13.62,13.62,13.62,4.683,2.489
2020-03-02 00:00:00,3.513,5.109,13.085,13.085,13.085,4.773,2.47
2020-03-03 00:00:00,3.52,5.099,13.035,13.035,13.035,4.625,2.305
2020-03-04 00:00:00,3.63,5.18,12.888,12.888,12.888,4.714,2.39
2020-03-05 00:00:00,3.265,5.008,13.338,13.338,13.338,4.648,2.332
2020-03-06 00:00:00,3.175,5.044,14.079,14.079,14.079,5.036,2.32
2020-03-09 00:00:00,3.121,4.905,24.369,24.369,24.369,6.401,2.538
2020-03-10 00:00:00,3.37,5.085,20.736,20.736,20.736,6.636,2.606
2020-03-11 00:00:00,3.651,5.115,21.718,21.718,21.718,7.322,2.838
2020-03-12 00:00:00,3.546,5.077,27.234,27.234,27.234,8.007,3.385
2020-03-13 00:00:00,3.813,5.217,26.453,26.453,26.453,7.769,3.322
2020-03-16 00:00:00,3.888,5.007,29.038,29.038,29.038,8.818,3.255
2020-03-17 00:00:00,4.186,5.231,28.141,28.141,28.141,9.114,3.62
2020-03-18 00:00:00,4.405,7.277,29.894,29.894,29.894,10.101,4.229
2020-03-19 00:00:00,4.457,7.224,34.682,34.682,34.682,10.072,4.808
2020-03-20 00:00:00,5.095,6.997,34.041,34.041,34.041,9.698,4.96
2020-03-23 00:00:00,4.822,6.931,34.636,34.636,34.636,10.147,4.726
2020-03-24 00:00:00,4.746,7.064,34.126,34.126,34.126,10.007,4.196
2020-03-25 00:00:00,4.625,7.724,29.733,29.733,29.733,10.499,3.77
2020-03-26 00:00:00,4.495,7.636,34.482,34.482,34.482,10.079,3.511
2020-03-27 00:00:00,4.284,7.809,32.729,32.729,32.729,10.035,3.467
2020-03-30 00:00:00,4.283,7.653,32.532,32.532,32.532,10.508,3.435
2020-03-31 00:00:00,4.059,7.644,32.363,32.363,32.363,10.382,3.416
2020-04-01 00:00:00,4.054,7.605,27.953,27.953,27.953,10.87,3.381
2020-04-02 00:00:00,3.901,7.6,28.111,28.111,28.111,11.166,3.413
2020-04-03 00:00:00,3.914,8.482,26.351,26.351,26.351,13.65,3.396
2020-04-06 00:00:00,4.01,8.514,26.317,26.317,26.317,13.197,3.308
2020-04-07 00:00:00,3.92,7.763,28.076,28.076,28.076,12.729,3.178
2020-04-08 00:00:00,3.939,7.753,27.098,27.098,27.098,12.285,3.069
2020-04-09 00:00:00,3.824,7.173,25.639,25.639,25.639,11.114,2.752
2020-04-13 00:00:00,3.831,6.838,26.992,26.992,26.992,11.101,2.634
2020-04-14 00:00:00,3.816,6.823,25.56,25.56,25.56,8.507,2.587
2020-04-15 00:00:00,3.761,6.701,25.537,25.537,25.537,8.053,2.597
2020-04-16 00:00:00,3.755,6.692,29.537,29.537,29.537,8.114,2.594
2020-04-17 00:00:00,3.728,6.838,30.082,30.082,30.082,8.242,2.634
2020-04-20 00:00:00,3.646,6.866,28.756,28.756,28.756,8.819,2.666
2020-04-21 00:00:00,3.604,6.905,29.69,29.69,29.69,9.489,2.692
2020-04-22 00:00:00,3.594,6.825,29.13,29.13,29.13,9.069,2.688
2020-04-23 00:00:00,3.562,6.797,32.184,32.184,32.184,8.671,2.675
2020-04-24 00:00:00,3.531,6.782,32.127,32.127,32.127,8.337,2.856
2020-04-27 00:00:00,3.584,6.964,38.767,38.767,38.767,9.203,2.923
2020-04-28 00:00:00,3.696,6.806,37.013,37.013,37.013,9.143,2.821
2020-04-29 00:00:00,3.83,6.828,31.995,31.995,31.995,8.877,2.699
2020-04-30 00:00:00,3.845,6.835,31.074,31.074,31.074,8.612,2.711
2020-05-01 00:00:00,3.818,6.801,30.804,30.804,30.804,8.521,2.737
2020-05-04 00:00:00,3.831,6.813,31.229,31.229,31.229,8.6,2.871
2020-05-05 00:00:00,3.868,6.553,29.875,29.875,29.875,8.433,2.848
2020-05-06 00:00:00,3.934,6.571,27.193,27.193,27.193,7.905,2.854
2020-05-07 00:00:00,3.874,6.514,26.483,26.483,26.483,7.92,2.727
2020-05-08 00:00:00,3.837,6.554,25.537,25.537,25.537,8.05,2.738
2020-05-11 00:00:00,3.855,6.604,23.456,23.456,23.456,8.22,2.773
2020-05-12 00:00:00,3.826,6.53,23.735,23.735,23.735,7.747,2.645
2020-05-13 00:00:00,3.812,6.515,23.797,23.797,23.797,8.027,2.594
2020-05-14 00:00:00,3.757,6.528,24.703,24.703,24.703,8.091,2.613
2020-05-15 00:00:00,3.749,6.464,24.8,24.8,24.8,8.033,2.564
2020-05-18 00:00:00,3.791,6.583,23.607,23.607,23.607,8.078,2.533
2020-05-19 00:00:00,3.723,6.195,23.671,23.671,23.671,7.833,2.457
2020-05-20 00:00:00,3.689,6.296,23.372,23.372,23.372,7.482,2.319
2020-05-21 00:00:00,3.685,6.294,23.539,23.539,23.539,7.291,2.303
2020-05-22 00:00:00,3.683,6.295,23.563,23.563,23.563,7.216,2.358
2020-05-26 00:00:00,3.699,6.163,23.271,23.271,23.271,7.111,2.326
2020-05-27 00:00:00,3.737,6.023,23.159,23.159,23.159,7.339,2.374
2020-05-28 00:00:00,3.749,5.976,23.745,23.745,23.745,7.275,2.37
2020-05-29 00:00:00,3.71,5.938,23.562,23.562,23.562,7.391,2.339
2020-06-01 00:00:00,3.721,5.95,23.649,23.649,23.649,7.175,2.357
2020-06-02 00:00:00,3.731,5.976,23.127,23.127,23.127,7.045,2.343
2020-06-03 00:00:00,3.748,5.993,22.394,22.394,22.394,6.894,2.316
2020-06-04 00:00:00,3.802,5.968,21.994,21.994,21.994,6.954,2.413
2020-06-05 00:00:00,3.774,5.884,19.038,19.038,19.038,6.664,2.453
2020-06-08 00:00:00,3.702,5.865,18.077,18.077,18.077,6.794,2.466
2020-06-09 00:00:00,3.684,5.84,18.142,18.142,18.142,6.881,2.458
2020-06-10 00:00:00,3.546,5.777,18.72,18.72,18.72,7.039,2.389
2020-06-11 00:00:00,3.523,5.693,19.152,19.152,19.152,7.172,2.366
2020-06-12 00:00:00,3.543,5.73,21.002,21.002,21.002,7.165,2.27
2020-06-15 00:00:00,3.445,5.797,21.399,21.399,21.399,7.129,2.265
2020-06-16 00:00:00,3.484,5.799,21.078,21.078,21.078,6.679,2.156
2020-06-17 00:00:00,3.487,5.672,21.029,21.029,21.029,6.736,2.164
2020-06-18 00:00:00,3.503,5.73,21.106,21.106,21.106,6.728,2.17
2020-06-19 00:00:00,3.485,5.722,21.136,21.136,21.136,6.771,2.142
2020-06-22 00:00:00,3.467,5.732,21.7,21.7,21.7,6.79,2.173
2020-06-23 00:00:00,3.466,5.761,23.343,23.343,23.343,6.909,2.173
2020-06-24 00:00:00,3.471,5.723,23.325,23.325,23.325,7.037,2.182
2020-06-25 00:00:00,3.49,5.746,23.276,23.276,23.276,6.995,2.211
2020-06-26 00:00:00,3.418,5.654,23.565,23.565,23.565,7.054,2.175
2020-06-29 00:00:00,3.426,5.642,24.781,24.781,24.781,6.934,2.171
2020-06-30 00:00:00,3.438,5.675,24.457,24.457,24.457,6.977,2.19
2020-07-01 00:00:00,3.427,5.815,25.124,25.124,25.124,6.813,2.154
2020-07-02 00:00:00,3.453,5.802,25.601,25.601,25.601,6.909,2.079
2020-07-06 00:00:00,3.375,5.805,26.01,26.01,26.01,6.86,2.039
2020-07-07 00:00:00,3.325,5.757,26.07,26.07,26.07,6.732,2.013
2020-07-08 00:00:00,3.364,5.763,25.887,25.887,25.887,6.839,2.031
2020-07-09 00:00:00,3.28,5.698,25.816,25.816,25.816,6.774,2.005
2020-07-10 00:00:00,3.303,5.784,26.385,26.385,26.385,6.745,2.034
2020-07-13 00:00:00,3.273,5.669,26.469,26.469,26.469,6.725,1.991
2020-07-14 00:00:00,3.275,5.688,26.955,26.955,26.955,6.8,1.994
2020-07-15 00:00:00,3.271,5.758,26.813,26.813,26.813,6.436,1.963
2020-07-16 00:00:00,3.256,5.674,26.259,26.259,26.259,6.772,1.944
2020-07-17 00:00:00,3.266,5.692,26.602,26.602,26.602,6.729,1.954
2020-07-20 00:00:00,3.2,5.635,26.354,26.354,26.354,6.67,1.924
2020-07-21 00:00:00,3.176,5.615,26.616,26.616,26.616,6.479,1.896
2020-07-22 00:00:00,3.155,5.52,25.757,25.757,25.757,6.353,1.885
2020-07-23 00:00:00,3.113,5.494,26.695,26.695,26.695,6.509,1.874
2020-07-24 00:00:00,3.133,5.508,26.672,26.672,26.672,6.417,1.894
2020-07-27 00:00:00,3.161,5.527,27.254,27.254,27.254,6.42,1.926
2020-07-28 00:00:00,3.137,5.473,27.694,27.694,27.694,6.432,1.902
2020-07-29 00:00:00,3.139,5.351,27.392,27.392,27.392,6.187,1.894
2020-07-30 00:00:00,3.174,5.322,26.439,26.439,26.439,5.691,1.868
2020-07-31 00:00:00,3.158,5.427,26.919,26.919,26.919,5.516,1.848
2020-08-03 00:00:00,3.187,5.415,26.596,26.596,26.596,5.519,1.868
2020-08-04 00:00:00,3.146,5.033,26.772,26.772,26.772,5.502,1.837
2020-08-05 00:00:00,3.187,5.1,25.131,25.131,25.131,5.367,1.842
2020-08-06 00:00:00,3.1,5.092,25.75,25.75,25.75,5.312,1.821
2020-08-07 00:00:00,3.145,5.139,25.517,25.517,25.517,5.36,1.85
2020-08-10 00:00:00,3.167,5.159,24.731,24.731,24.731,5.514,1.84
2020-08-11 00:00:00,3.142,5.372,24.525,24.525,24.525,5.576,1.876
2020-08-12 00:00:00,3.171,5.407,25.455,25.455,25.455,5.653,1.849
2020-08-13 00:00:00,3.241,5.442,25.951,25.951,25.951,5.744,1.841
2020-08-14 00:00:00,3.258,5.638,26.322,26.322,26.322,5.628,1.827
2020-08-17 00:00:00,3.23,5.613,27.068,27.068,27.068,5.643,1.819
2020-08-18 00:00:00,3.203,5.65,27.563,27.563,27.563,5.718,1.815
2020-08-19 00:00:00,3.22,5.61,31.274,31.274,31.274,5.68,1.818
2020-08-20 00:00:00,3.195,5.504,33.833,33.833,33.833,5.657,1.804
2020-08-21 00:00:00,3.196,5.563,36.194,36.194,36.194,5.602,1.795
2020-08-24 00:00:00,3.21,5.59,36.127,36.127,36.127,5.69,1.81
2020-08-25 00:00:00,3.257,5.608,34.315,34.315,34.315,5.622,1.833
2020-08-26 00:00:00,3.276,5.637,34.868,34.868,34.868,5.575,1.838
2020-08-27 00:00:00,3.351,5.774,34.716,34.716,34.716,5.646,1.953
2020-08-28 00:00:00,3.373,5.77,34.918,34.918,34.918,5.569,1.89
2020-08-31 00:00:00,3.351,5.78,34.797,34.797,34.797,5.52,1.883
2020-09-01 00:00:00,3.312,5.715,34.7,34.7,34.7,5.488,1.833
2020-09-02 00:00:00,3.287,5.68,34.725,34.725,34.725,5.538,1.829
2020-09-03 00:00:00,3.266,5.666,34.118,34.118,34.118,5.603,1.844
2020-09-04 00:00:00,3.344,5.743,34.66,34.66,34.66,5.751,1.915
2020-09-08 00:00:00,3.328,5.662,35.624,35.624,35.624,5.758,1.915
2020-09-09 00:00:00,3.342,5.689,37.068,37.068,37.068,5.827,1.921
2020-09-10 00:00:00,3.316,5.656,38.472,38.472,38.472,5.886,1.904
2020-09-11 00:00:00,3.31,5.438,40.13,40.13,40.13,6.023,1.91
2020-09-14 00:00:00,3.279,5.291,42.035,42.035,42.035,5.872,1.92
2020-09-15 00:00:00,3.274,5.372,42.988,42.988,42.988,5.965,1.905
2020-09-16 00:00:00,3.28,5.378,45.07,45.07,45.07,5.945,1.913
2020-09-17 00:00:00,3.238,5.36,44.259,44.259,44.259,5.923,1.904
2020-09-18 00:00:00,3.281,5.371,42.825,42.825,42.825,5.865,1.912
2020-09-21 00:00:00,3.248,5.356,42.851,42.851,42.851,6.174,1.919
2020-09-22 00:00:00,3.262,5.298,43.608,43.608,43.608,6.346,1.923
2020-09-23 00:00:00,3.271,5.302,42.943,42.943,42.943,6.412,1.959
2020-09-24 00:00:00,3.305,5.333,42.712,42.712,42.712,6.532,2
2020-09-25 00:00:00,3.326,5.352,46.219,46.219,46.219,6.525,2.009
2020-09-28 00:00:00,3.303,5.286,45.574,45.574,45.574,6.605,2.011
2020-09-29 00:00:00,3.307,5.299,48.45,48.45,48.45,6.575,2.008
2020-09-30 00:00:00,3.358,5.333,49.727,49.727,49.727,6.578,2.025
2020-10-01 00:00:00,3.35,5.289,48.551,48.551,48.551,6.413,2.002
2020-10-02 00:00:00,3.288,5.297,49.246,49.246,49.246,6.512,1.991
2020-10-05 00:00:00,3.301,5.458,48.791,48.791,48.791,6.429,2.002
2020-10-06 00:00:00,3.208,5.373,49.941,49.941,49.941,6.228,1.962
2020-10-07 00:00:00,3.248,5.457,49.591,49.591,49.591,6.207,1.989
2020-10-08 00:00:00,3.205,5.433,49.77,49.77,49.77,6.148,1.975
2020-10-09 00:00:00,3.107,5.426,48.549,48.549,48.549,6.322,1.96
2020-10-13 00:00:00,3.076,5.356,48.21,48.21,48.21,6.331,1.906
2020-10-14 00:00:00,3.077,5.296,47.932,47.932,47.932,6.394,1.912
2020-10-15 00:00:00,3.07,5.329,49.94,49.94,49.94,6.516,1.941
2020-10-16 00:00:00,3.048,5.327,48.095,48.095,48.095,6.522,1.948
2020-10-19 00:00:00,3.05,5.38,45.964,45.964,45.964,6.46,1.966
2020-10-20 00:00:00,3.074,5.425,45.12,45.12,45.12,6.406,1.946
2020-10-21 00:00:00,3.11,5.451,46.445,46.445,46.445,6.388,1.968
2020-10-22 00:00:00,3.144,5.497,44.27,44.27,44.27,6.385,1.986
2020-10-23 00:00:00,3.144,5.494,46.055,46.055,46.055,6.302,1.841
2020-10-26 00:00:00,3.074,5.451,45.85,45.85,45.85,6.325,1.811
2020-10-27 00:00:00,3.004,5.384,46.445,46.445,46.445,6.363,1.807
2020-10-28 00:00:00,3.014,5.474,48.145,48.145,48.145,6.489,1.797
2020-10-29 00:00:00,3.058,5.481,48.308,48.308,48.308,6.699,1.837
2020-10-30 00:00:00,3.132,5.579,50.115,50.115,50.115,6.655,1.863
2020-11-02 00:00:00,3.022,5.581,48.89,48.89,48.89,6.578,1.839
2020-11-03 00:00:00,3.094,5.562,47.725,47.725,47.725,6.41,1.857
2020-11-04 00:00:00,3.014,5.465,47.355,47.355,47.355,6.028,1.736
2020-11-05 00:00:00,2.977,5.341,42.579,42.579,42.579,5.911,1.718
2020-11-06 00:00:00,3.008,5.404,42.268,42.268,42.268,6.026,1.692
2020-11-09 00:00:00,2.935,5.41,41.699,41.699,41.699,5.89,1.732
2020-11-10 00:00:00,3.012,5.482,40.05,40.05,40.05,5.931,1.76
2020-11-12 00:00:00,2.955,5.328,40.605,40.605,40.605,5.945,1.711
2020-11-13 00:00:00,2.946,5.305,39.789,39.789,39.789,6.118,1.738
2020-11-16 00:00:00,2.923,5.336,38.188,38.188,38.188,5.965,1.75
2020-11-17 00:00:00,2.931,5.23,38.925,38.925,38.925,5.853,1.723
2020-11-18 00:00:00,2.896,5.185,37.961,37.961,37.961,5.68,1.721
2020-11-19 00:00:00,2.849,5.057,37.101,37.101,37.101,5.726,1.682
2020-11-20 00:00:00,2.841,5.041,35.078,35.078,35.078,5.669,1.681
2020-11-23 00:00:00,2.846,4.993,33.467,33.467,33.467,5.668,1.7
2020-11-24 00:00:00,2.902,5.029,27.046,27.046,27.046,5.595,1.701
2020-11-25 00:00:00,2.871,5.036,26.038,26.038,26.038,5.602,1.711
2020-11-27 00:00:00,2.804,4.961,25.784,25.784,25.784,5.55,1.682
2020-11-30 00:00:00,2.776,4.918,26.641,26.641,26.641,5.509,1.581
2020-12-01 00:00:00,2.88,4.958,26.182,26.182,26.182,5.466,1.631
2020-12-02 00:00:00,2.856,4.919,26.502,26.502,26.502,5.445,1.634
2020-12-03 00:00:00,2.838,4.877,26.877,26.877,26.877,5.384,1.613
2020-12-04 00:00:00,2.898,4.938,25.551,25.551,25.551,5.358,1.485
2020-12-07 00:00:00,2.825,4.913,25.351,25.351,25.351,5.314,1.604
2020-12-08 00:00:00,2.826,4.894,24.45,24.45,24.45,5.324,1.599
2020-12-09 00:00:00,2.839,4.901,24.151,24.151,24.151,5.227,1.617
2020-12-10 00:00:00,2.789,4.842,22.979,22.979,22.979,5.127,1.599
2020-12-11 00:00:00,2.779,4.84,22.062,22.062,22.062,5.178,1.579
2020-12-14 00:00:00,2.805,4.873,21.069,21.069,21.069,5.143,1.582
2020-12-15 00:00:00,2.823,4.834,21.941,21.941,21.941,5.087,1.592
2020-12-16 00:00:00,2.833,4.788,21.829,21.829,21.829,5.095,1.573
2020-12-17 00:00:00,2.858,4.765,21.444,21.444,21.444,5.027,1.674
2020-12-18 00:00:00,2.876,4.758,21.3,21.3,21.3,5.047,1.682
2020-12-21 00:00:00,2.875,4.823,21.809,21.809,21.809,5.12,1.691
2020-12-22 00:00:00,2.836,4.722,22.432,22.432,22.432,5.103,1.659
2020-12-23 00:00:00,2.878,4.744,21.959,21.959,21.959,5.114,1.664
2020-12-24 00:00:00,2.858,4.729,21.96,21.96,21.96,5.014,1.643
2020-12-28 00:00:00,2.814,4.712,21.912,21.912,21.912,4.971,1.624
2020-12-29 00:00:00,2.832,4.674,21.825,21.825,21.825,5.038,1.633
2020-12-30 00:00:00,2.826,4.674,21.602,21.602,21.602,4.895,1.606
2020-12-31 00:00:00,2.774,4.625,21.553,21.553,21.553,4.899,1.616
2021-01-04 00:00:00,2.804,4.713,20.942,20.942,20.942,4.951,1.623
2021-01-05 00:00:00,2.885,4.737,19.981,19.981,19.981,5.144,1.662
2021-01-06 00:00:00,2.985,4.841,19.528,19.528,19.528,5.047,1.713
2021-01-07 00:00:00,2.995,4.911,19.539,19.539,19.539,4.992,1.705
2021-01-08 00:00:00,3.012,4.908,19.357,19.357,19.357,4.971,1.735
2021-01-11 00:00:00,3.006,4.888,19.64,19.64,19.64,4.866,1.758
2021-01-12 00:00:00,2.952,4.832,18.627,18.627,18.627,4.864,1.755
2021-01-13 00:00:00,2.92,4.758,18.337,18.337,18.337,4.873,1.694
2021-01-14 00:00:00,2.941,4.801,18.129,18.129,18.129,4.841,1.71
2021-01-15 00:00:00,2.901,4.747,18.399,18.399,18.399,4.733,1.671
2021-01-19 00:00:00,2.912,4.717,17.733,17.733,17.733,4.771,1.675
2021-01-20 00:00:00,2.892,4.731,17.948,17.948,17.948,4.677,1.691
2021-01-21 00:00:00,2.961,4.748,18.335,18.335,18.335,4.699,1.742
